Unnamed: 0,Author,Title,HD_D,Average_TFIDF,AuthorRus,Rating,Emotional,Length,AvgWordLength,AvgSentenceLength,LongWordRatio,LexicalDiversity,SentimentScore,VerbRatio,AdjRatio,QuotesCount,NegationCount,ExclamationCount,AbstractNounRatio
151,Gogol,Ночи на вилле,0.8913494921088253,0.0001862213504349,Гоголь,4.206,0.1073825503355704,12165,5.747,9.697,0.257,0.614,,,0.1561,140,32,19,0.0188
152,Gogol,Ночь перед Рождеством,0.9017527651206872,0.0002299573986615,Гоголь,4.433,0.3098712446351931,83226,5.346,10.004,0.188,0.391,,,0.1115,86,393,346,0.0083
153,Gogol,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",0.8978253906766481,0.0001952802217966,Гоголь,4.15,0.3066666666666666,93121,5.711,10.875,0.251,0.391,,,0.1281,71,354,307,0.0143
154,Gogol,Портрет,0.8949992663746836,0.0002603738286642,Гоголь,4.351,0.1477045908183632,114356,5.815,14.887,0.263,0.409,,,0.1552,111,414,87,0.0144
155,Gogol,Ревизор,0.9028743303448394,0.0001795030691296,Гоголь,4.075,0.2358490566037736,138159,5.532,5.394,0.233,0.296,,,0.0984,241,694,677,0.0133
156,Gogol,Рим,0.9106497062715396,0.0003248025226114,Гоголь,4.415,0.1242362525458248,84485,6.012,20.546,0.276,0.502,,,0.1797,71,211,55,0.0167
157,Gogol,Старосветские помещики,0.8968242389032381,0.0001835233322647,Гоголь,4.321,0.1689008042895442,46349,5.755,16.566,0.269,0.479,,,0.14,30,157,49,0.0143
158,Gogol,Тарас Бульба,0.9011563554768316,0.0002907009936376,Гоголь,4.282,0.2554002541296061,232125,5.507,13.579,0.204,0.347,,,0.1474,178,983,558,0.0131
159,Gogol,Шинель,0.8884557303464119,0.0001830259596234,Гоголь,4.208,0.0831168831168831,65218,5.655,21.894,0.242,0.399,,,0.1348,194,275,31,0.0114
160,Gorky,Бывшие люди,0.9066290987789232,0.0002476727978872,Горький,3.621,0.2404482934284259,113351,5.585,7.846,0.221,0.416,,,0.1096,50,348,313,0.0121
161,Gorky,В людях,0.9078683810753048,0.0003753654501817,Горький,4.317,0.2850467289719626,1191308,5.473,13.033,0.199,0.225,,,0.1101,1796,3445,2765,0.0086
162,Gorky,В степи,0.8950271416051342,0.0002354324733564,Горький,2.715,0.2398081534772182,21630,5.427,7.132,0.194,0.576,,,0.1261,68,80,69,0.0138
163,Gorky,Вывод,0.8932847307663242,0.000182766600936,Горький,4.132,0.1951219512195122,4176,5.698,13.659,0.193,0.782,,,0.1464,8,8,6,0.0143
164,Gorky,Город жёлтого дьявола,0.9107103577678624,0.0002750882746621,Горький,4.117,0.2788461538461538,22743,5.767,14.735,0.205,0.61,,,0.1602,14,36,5,0.0154
165,Gorky,Двадцать шесть и одна,0.8593098220540483,0.0001803592223083,Горький,3.908,0.2522796352583587,26313,5.144,11.725,0.171,0.486,,,0.117,10,106,60,0.0082
166,Gorky,Дело с застёжками,0.8987122112230828,0.0002223121594315,Горький,3.5,0.204225352112676,20278,5.427,6.424,0.212,0.581,,,0.0951,26,47,61,0.0111
167,Tolstoy,Детство,0.8866265440906143,0.0002768118213755,Толстой,3.994,0.149375,191516,5.539,15.591,0.216,0.325,,,0.1281,229,717,175,0.0149
168,Gorky,Емельян Пиляй,0.8852612842159905,0.0002363457148685,Горький,3.833,0.3375314861460957,21871,5.066,7.502,0.146,0.537,,,0.0918,85,92,145,0.0072
169,Gorky,Знахарка,0.912752841156056,0.000228945869034,Горький,3.25,0.1678321678321678,19590,5.328,9.581,0.174,0.609,,,0.1123,27,77,22,0.0054
170,Gorky,Коновалов,0.8838813966586825,0.0002536382825058,Горький,4.258,0.2479750778816199,93136,5.308,8.096,0.18,0.411,,,0.1105,150,354,283,0.0094
171,Gorky,Ледоход,0.9137054705851452,0.0002711783227382,Горький,3.648,0.2737068965517241,38412,5.451,11.117,0.196,0.544,,,0.1077,34,108,107,0.0081
172,Gorky,Ма-аленькая!...,0.8889369443338111,0.0002100284349187,Горький,3.736,0.1574074074074074,8182,5.179,5.09,0.184,0.648,,,0.0987,20,10,56,0.0071
173,Gorky,Макар Чудра,0.865645142427593,0.00015522799424,Горький,3.827,0.3746835443037975,23187,4.801,8.475,0.097,0.478,,,0.087,38,107,152,0.0037
174,Gorky,Мать,0.9035134350103556,0.0002692669851419,Горький,3.893,0.302762077423483,560406,5.465,8.15,0.195,0.227,,,0.0977,342,1731,2490,0.0096
175,Gorky,Мещане,0.8893457792831521,0.0001583874923049,Горький,3.982,0.2655357742693987,152175,5.172,3.399,0.17,0.297,,,0.0775,52,804,1181,0.0075
176,Gorky,Мои университеты,0.9067055173801422,0.0003535937095406,Горький,4.317,0.2484334684850719,223870,5.591,11.12,0.215,0.381,,,0.1151,371,607,465,0.0092
177,Gorky,На дне,0.8955744678880438,0.000195741933491,Горький,3.902,0.3787643588947532,102123,4.979,4.475,0.123,0.323,,,0.0679,81,544,1150,0.0054
178,Gorky,На плотах,0.9087390281282588,0.0002319781103524,Горький,3.453,0.3572744014732965,23031,5.14,6.044,0.154,0.559,,,0.1066,28,85,155,0.0069
179,Gorky,Несвоевременные мысли,0.9146730249162588,0.0003474056384612,Горький,3.982,0.2977558839627805,254186,6.199,17.381,0.31,0.357,,,0.176,1044,952,137,0.0248
180,Gorky,Озорник,0.8934721117647328,0.000188485385829,Горький,3.375,0.2444444444444444,34510,5.631,7.886,0.236,0.524,,,0.1096,28,103,104,0.0103
181,Gorky,Песня о Буревестнике,0.8280347712934555,9.452023635629394e-05,Горький,4.187,0.24,1679,5.358,9.6,0.113,0.725,,,0.0917,0,3,7,0.0125
182,Gorky,Песня о соколе,0.8839768837002995,0.0001923722352705,Горький,4.035,0.1532258064516129,8345,5.325,9.148,0.158,0.687,,,0.1291,38,20,29,0.006
183,Gorky,Проходимец,0.883331808909328,0.0002919183790754,Горький,3.941,0.2245681381957773,66810,5.337,8.537,0.188,0.452,,,0.1069,180,228,172,0.0139
184,Gorky,Рождение человека,0.9109501311818184,0.0002837029305665,Горький,3.983,0.1877934272300469,17352,5.476,11.047,0.182,0.653,,,0.1277,12,18,24,0.0089
185,Gorky,Сказки об Италии,0.9094232241000249,0.0003182277193177,Горький,3.865,0.2436285097192224,249473,5.444,14.489,0.18,0.327,,,0.1264,270,624,532,0.0098
186,Herzen,Скуки ради,0.9080806939155736,0.0003425358579115,Герцен,3.417,0.1604651162790697,90016,5.659,12.402,0.241,0.495,,,0.1429,239,397,65,0.0155
187,Gorky,Старуха Изергиль,0.8588440241135539,0.0002110484020253,Горький,4.026,0.2282768777614138,40288,4.959,8.47,0.128,0.429,,,0.1072,60,125,108,0.0055
188,Gorky,Страсти-мордасти,0.8985026230852151,0.0002596151071412,Горький,4.245,0.2589473684210526,26217,5.395,7.472,0.191,0.562,,,0.1188,24,69,102,0.0047
189,Gorky,Фома Гордеев,0.8951074251605055,0.000236996547992,Горький,4.022,0.2739491969472605,489007,5.305,7.518,0.187,0.26,,,0.1045,427,1683,1969,0.0094
190,Gorky,Челкаш,0.90278270451619,0.0001661998456097,Горький,3.833,0.2786069651741293,61521,5.383,8.302,0.174,0.466,,,0.1147,10,153,329,0.0085
191,Gorky,Человек,0.8714050210151795,0.0002178890343328,Горький,4.379,0.611764705882353,11190,5.69,17.425,0.228,0.61,,,0.1809,2,19,43,0.0112
192,Gorky,Ярмарка в Голтве,0.9196893342506736,0.0002690652167443,Горький,3.5,0.2366412213740458,21001,5.517,6.949,0.197,0.649,,,0.124,77,60,87,0.0117
193,Herzen,Доктор Крупов,0.9081812795228318,0.0002748297275035,Герцен,3.971,0.1272321428571428,56950,5.821,15.923,0.259,0.516,,,0.1505,80,223,25,0.0216
194,Herzen,Долг прежде всего,0.9026933012355116,0.0002769753288889,Герцен,3.1,0.0662251655629139,130607,5.838,17.582,0.259,0.447,,,0.1349,262,457,26,0.0137
195,Herzen,Елена,0.8971347330110673,0.0002678824424225,Герцен,3.662,0.1862595419847328,64802,5.565,12.654,0.226,0.48,,,0.1246,117,280,74,0.0131
196,Herzen,Кто виноват,0.904777793731401,0.0002987870726474,Герцен,3.853,0.1733646230566148,423226,5.64,15.731,0.236,0.3,,,0.1354,535,1769,424,0.014
197,Herzen,Легенда,0.9003181938770359,0.0002620837409057,Герцен,3.25,0.1066350710900474,52173,5.686,15.234,0.233,0.517,,,0.1475,102,201,16,0.0196
198,Herzen,Мимоездом,0.8985576853920686,0.0001849847050338,Герцен,3.75,0.1636363636363636,5644,5.535,13.482,0.237,0.701,,,0.1286,4,35,0,0.0239
199,Herzen,Повреждённый,0.9037062373156752,0.0002883622538518,Герцен,3.885,0.1302083333333333,45485,5.465,15.051,0.211,0.502,,,0.1219,91,222,15,0.0128
200,Herzen,С того берега,0.9149369461486304,0.0003309357227468,Герцен,4.583,0.2037108620023192,352921,5.865,15.957,0.269,0.292,,,0.1489,333,1833,149,0.0277
201,Herzen,Сорока-воровка,0.8913960106731438,0.000261887640379,Герцен,3.869,0.1438356164383561,46169,5.549,13.186,0.224,0.495,,,0.1267,117,214,37,0.017
202,Herzen,Трагедия за стаканом грога,0.8907051133878561,0.0002404722194962,Герцен,3.708,0.1171875,14312,5.614,12.854,0.23,0.651,,,0.1548,40,63,13,0.0128
203,Lermontov,Ашик-Кериб,0.86969125561344,0.000140492285935,Лермонтов,3.817,0.079646017699115,15464,5.056,18.468,0.13,0.5,,,0.1004,150,55,6,0.0048
204,Lermontov,Герой нашего времени,0.8911069046615998,0.0002738316211512,Лермонтов,4.319,0.1776536312849162,281815,5.441,10.616,0.211,0.302,,,0.1145,309,1091,577,0.0128
205,Lermontov,Штосс,0.8935417426235636,0.0001699771940392,Лермонтов,4.049,0.2102102102102102,26063,5.621,10.528,0.233,0.545,,,0.1337,22,106,69,0.0103
206,Pushkin,Арап Петра Великого,0.9101026045264058,0.0002280027615145,Пушкин,4.317,0.080281690140845,61810,5.961,11.137,0.28,0.517,,,0.1393,79,231,30,0.0161
207,Pushkin,Дубровский,0.898273674805851,0.0002152503493945,Пушкин,4.226,0.0877437325905292,136337,5.816,12.585,0.273,0.39,,,0.1245,59,532,62,0.016
208,Pushkin,Египетские ночи,0.9063261191470476,0.0001997430050434,Пушкин,4.051,0.0827338129496402,22339,5.928,10.224,0.277,0.641,,,0.1644,8,73,16,0.0146
209,Pushkin,История Пугачёва,0.9121749370125284,0.0003015245800006,Пушкин,3.965,0.0406844106463878,264917,6.161,12.383,0.308,0.356,,,0.1382,312,478,43,0.023
210,Pushkin,История села Горюхина,0.8993155958320121,0.000315173080169,Пушкин,3.728,0.0494699646643109,30950,6.258,13.184,0.331,0.638,,,0.1623,43,87,9,0.0229
211,Pushkin,Капитанская дочка,0.8896022536364937,0.0002739019116739,Пушкин,4.163,0.146168108776267,211888,5.699,8.458,0.254,0.339,,,0.112,633,775,368,0.0143
212,Pushkin,Кирджали,0.8870636908466897,0.0001350081781024,Пушкин,3.465,0.0986842105263158,11413,5.859,9.885,0.3,0.669,,,0.1187,10,41,7,0.0143
213,Pushkin,Пиковая дама,0.8972741064030976,0.0001796267907768,Пушкин,4.24,0.1458923512747875,46773,5.744,8.752,0.249,0.486,,,0.1284,36,180,92,0.0128
214,Pushkin,Повести Белкина,0.8979982065787881,0.0002843365561634,Пушкин,4.389,0.0978260869565217,124375,5.736,11.432,0.258,0.413,,,0.1304,370,503,115,0.0158
215,Pushkin,Рославлев,0.8997622381431349,0.0001952343568332,Пушкин,3.808,0.1584905660377358,21420,5.881,10.032,0.277,0.605,,,0.1466,64,74,25,0.0256
216,Tolstoy,Алёша горшок,0.8272077896022012,0.0001210475448587,Толстой,4.055,0.0657894736842105,10341,4.97,9.091,0.144,0.532,,,0.0671,22,33,3,0.0029
217,Tolstoy,Альберт,0.874819357641074,0.0001519940957523,Толстой,3.77,0.1540577716643741,50918,5.504,9.312,0.212,0.403,,,0.1022,111,231,85,0.0103
218,Tolstoy,Анна Каренина,0.8782031420687544,0.0002169177847014,Толстой,4.327,0.1260315078769692,1778358,5.487,11.226,0.224,0.149,,,0.1116,2295,8094,1574,0.0141
219,Tolstoy,Божеское и человеческое,0.8700871802727609,0.0001960774761719,Толстой,3.881,0.1454311454311454,68161,5.618,11.603,0.239,0.419,,,0.1272,139,277,45,0.0151
220,Tolstoy,Война и мир. Том 1,0.912144628652052,0.0003212181639061,Толстой,4.322,0.1125687685146,825013,5.688,10.919,0.244,0.227,,,0.1262,1442,2491,928,0.0137
221,Tolstoy,Война и мир. Том 2,0.8936160347484984,0.0002401008143113,Толстой,4.322,0.0873259174914601,855571,5.502,9.198,0.214,0.201,,,0.1197,857,3057,781,0.0131
222,Tolstoy,Война и мир. Том 3,0.906822887448304,0.0003127938636993,Толстой,4.298,0.1035555094848139,920929,5.704,12.063,0.247,0.221,,,0.1284,1285,2924,838,0.0171
223,Tolstoy,Война и мир. Том 4,0.9052104592561632,0.0003072084001611,Толстой,4.322,0.0747223157186132,900279,5.853,12.565,0.265,0.223,,,0.1427,1859,2937,414,0.0238
224,Tolstoy,Воскресение,0.8877826137658634,0.0002256622854506,Толстой,4.312,0.0913827237678441,911515,5.733,12.371,0.258,0.209,,,0.1285,792,3142,274,0.0159
225,Tolstoy,Два гусара,0.9021387904567972,0.0002572153694725,Толстой,4.099,0.1699794379712131,110940,5.553,10.264,0.217,0.38,,,0.1112,130,439,222,0.0107
226,Tolstoy,Декабристы,0.8908409158719915,0.0002671437775285,Толстой,3.628,0.0884289746001881,98385,5.551,12.479,0.225,0.4,,,0.1201,123,352,69,0.0128
227,Tolstoy,Дьявол,0.8522305254071001,0.0001736405105462,Толстой,4.12,0.0923593618807724,86800,5.144,10.471,0.176,0.334,,,0.0959,100,470,30,0.0091
228,Tolstoy,Записки маркера,0.8683689470444227,0.0001955070764826,Толстой,3.885,0.1529411764705882,29923,5.007,7.206,0.134,0.406,,,0.0938,22,184,62,0.0081
229,Tolstoy,Из записок князя Д. Нехлюдова (Люцерн),0.8856967744540679,0.0002687659689292,Толстой,3.974,0.1161137440758294,50013,5.733,15.768,0.245,0.471,,,0.1531,44,196,24,0.0199
230,Tolstoy,Кавказский пленник,0.8955636566023473,0.0001348232109631,Толстой,4.194,0.0987654320987654,41000,5.268,7.85,0.149,0.439,,,0.0721,114,150,53,0.0048
231,Tolstoy,Казаки,0.8946182914668531,0.0002137482918369,Толстой,4.089,0.1572407883461868,289853,5.442,8.502,0.191,0.289,,,0.1032,271,1033,611,0.0095
232,Tolstoy,Корней Васильев,0.8714161131342011,0.0001986985995316,Толстой,4.167,0.0934393638170974,31816,5.302,8.137,0.174,0.495,,,0.0996,22,91,10,0.0046
233,Tolstoy,Крейцерова соната,0.859334126114084,0.000223425396678,Толстой,4.006,0.1801373481246698,155398,5.3,11.344,0.201,0.296,,,0.1145,178,835,134,0.0171
234,Tolstoy,Метель,0.8921731945074373,0.0002636479790648,Толстой,3.885,0.184251968503937,54273,5.493,11.755,0.2,0.427,,,0.1147,36,173,101,0.0057
235,Tolstoy,Набег,0.8986864435413123,0.0002855763798059,Толстой,3.804,0.0949367088607595,47524,5.8,12.959,0.253,0.516,,,0.1483,39,126,38,0.0151
236,Tolstoy,Отец Сергий,0.8610206415174712,0.0001884217992148,Толстой,4.285,0.1068447412353923,82925,5.304,9.823,0.2,0.38,,,0.1095,108,341,51,0.0121
237,Tolstoy,Отрочество,0.8821678640993479,0.0002850842133588,Толстой,3.994,0.1799844840961986,147250,5.554,14.092,0.222,0.351,,,0.1339,272,567,189,0.015
238,Tolstoy,Поликуша,0.8914456872122545,0.0002316563003113,Толстой,4.322,0.1232777374909354,106366,5.429,10.579,0.194,0.38,,,0.09,132,504,125,0.0057
239,Tolstoy,После бала,0.853697609270162,0.0002135741701709,Толстой,3.944,0.055,18834,5.4,12.665,0.218,0.533,,,0.1303,22,96,1,0.0064
240,Tolstoy,Праведный судья,0.8141694712780101,8.217936923309226e-05,Толстой,4.125,0.0131578947368421,4891,4.973,9.103,0.104,0.51,,,0.0606,2,15,0,0.0014
241,Tolstoy,Работник Емельян и пустой барабан,0.8451956267313208,0.0001003095817787,Толстой,3.833,0.0447154471544715,13423,5.016,7.649,0.131,0.436,,,0.0526,8,87,4,0.0026
242,Tolstoy,Разжалованный,0.8733355789701536,0.0002261345945808,Толстой,4.247,0.1583333333333333,49915,5.471,13.194,0.222,0.425,,,0.1165,22,201,28,0.0105
243,Tolstoy,Рубка леса,0.9001841375601073,0.0002736997457856,Толстой,3.721,0.13875,69084,5.617,11.48,0.225,0.433,,,0.1274,82,204,89,0.0134
244,Tolstoy,Севастополь в августе 1855 года,0.8993312458959257,0.0002585776478581,Толстой,3.983,0.2016871165644172,120473,5.715,11.926,0.235,0.381,,,0.1301,90,386,204,0.0118
245,Tolstoy,Севастополь в декабре месяце,0.8923363699119384,0.0002351378895355,Толстой,3.896,0.067193675889328,30917,5.852,20.969,0.257,0.523,,,0.1657,56,75,17,0.0173
246,Tolstoy,Севастополь в мае,0.8962497516193285,0.000242875838811,Толстой,3.983,0.1329479768786127,85974,5.577,13.331,0.225,0.389,,,0.1258,151,304,117,0.0108
247,Tolstoy,Семейное счастье,0.8301201000803886,0.0002039211192937,Толстой,3.994,0.1560597675705589,165129,5.2,12.777,0.187,0.268,,,0.1072,138,799,125,0.0107
248,Tolstoy,Смерть Ивана Ильича,0.8630874045375182,0.0001861109081941,Толстой,4.42,0.1492537313432835,109000,5.453,12.448,0.222,0.336,,,0.1122,172,420,35,0.0173
249,Tolstoy,Три смерти,0.8987437772782274,0.0002476595449457,Толстой,3.731,0.1327433628318584,23645,5.418,8.581,0.18,0.547,,,0.1133,8,82,39,0.0085
250,Tolstoy,Утро пемещика,0.898106115255204,0.0002553432092292,Толстой,3.998,0.1477064220183486,98924,5.457,12.811,0.205,0.384,,,0.1355,80,422,103,0.0114
251,Tolstoy,Хаджи-Мурат,0.8867863621648011,0.0001899691914051,Толстой,4.071,0.0664629488158899,231144,5.587,11.878,0.211,0.316,,,0.114,174,656,76,0.012
252,Tolstoy,Хозяин и работник,0.8725568429914126,0.000186579034828,Толстой,4.301,0.1198884758364312,97008,5.4,11.507,0.195,0.362,,,0.0859,106,350,105,0.0071
253,Tolstoy,Холстомер,0.8798598869232825,0.0002586982561239,Толстой,4.187,0.0949589683470105,72506,5.473,11.609,0.2,0.434,,,0.1344,58,281,32,0.0141
254,Tolstoy,Юность,0.8741117399351841,0.0002685683709943,Толстой,3.994,0.1191123188405797,312553,5.57,18.681,0.226,0.258,,,0.1386,326,1205,107,0.0152
255,Tolstoy,Ягоды,0.8987180484474993,0.0002352213991494,Толстой,3.5,0.1255060728744939,22073,5.694,11.028,0.228,0.591,,,0.1224,14,62,20,0.0117
256,Turgenev,Ася,0.8602732074748125,0.0001885755767179,Тургенев,4.248,0.1127029608404966,86784,5.418,11.288,0.215,0.401,,,0.1161,106,412,68,0.0102
257,Turgenev,Вешние воды,0.8959229170737972,0.0001875858786479,Тургенев,4.29,0.2106907323845886,252827,5.612,11.53,0.241,0.323,,,0.1209,530,1012,685,0.0115
258,Turgenev,Дворянское гнездо,0.8921581717640544,0.0002153048184943,Тургенев,4.235,0.1138662316476345,304989,5.586,13.201,0.245,0.303,,,0.1248,539,1344,274,0.0111
259,Turgenev,Дым,0.8948268473807188,0.0002161218187585,Тургенев,4.178,0.1917083210820347,324062,5.625,12.49,0.257,0.309,,,0.1248,648,1513,561,0.0126
260,Turgenev,Записки охотника,0.910366837842504,0.000364206608239,Тургенев,3.923,0.1769809876228148,658891,5.612,10.811,0.233,0.27,,,0.1239,1596,2636,1328,0.0096
261,Turgenev,Муму,0.8902768465170487,0.000200151692516,Тургенев,3.904,0.1260794473229706,53532,5.468,12.573,0.212,0.45,,,0.1087,46,190,70,0.0074
262,Turgenev,Отцы и дети,0.9015733688814924,0.0002549956469763,Тургенев,4.276,0.1399410774410774,370304,5.646,10.093,0.248,0.291,,,0.1159,692,1613,514,0.0117
263,Turgenev,Стихотворения в прозе,0.903809002055108,0.0003242291718202,Тургенев,4.291,0.303637713437268,103420,5.541,10.179,0.216,0.453,,,0.1644,112,440,365,0.0126
264,Turgenev,Яков Пасынков,0.8764314228499289,0.0002365701706682,Тургенев,3.946,0.1496539792387543,71996,5.501,7.862,0.228,0.408,,,0.1121,128,304,137,0.0092
265,Rudnev,Время собирать копья,0.921536059714016,0.0001477917559136,Руднев,-1.0,0.1576763485477178,19182,5.771,10.749,0.245,0.584,,,0.1022,2,45,28,0.0142
266,Rudnev,"Жги, еретик!",0.8948138964459289,0.0001416545766327,Руднев,-1.0,0.3012048192771085,6165,5.485,10.393,0.214,0.663,,,0.1042,2,27,14,0.0103
267,Rudnev,Нити,0.9147429450750948,0.0001639813832441,Руднев,-1.0,0.09375,6540,5.765,14.188,0.254,0.696,,,0.1487,2,18,0,0.0209
268,Rudnev,Новый пес старого дома,0.9082160166890406,0.0002534870003762,Руднев,-1.0,0.1066012488849241,164632,5.469,10.465,0.223,0.305,,,0.0944,59,730,98,0.0119
269,Rudnev,Обуза,0.8760831366340092,0.0002627539831379,Руднев,-1.0,0.1004536616979909,169254,5.196,8.02,0.188,0.288,,,0.0785,65,864,123,0.0075
270,Rudnev,Павлин-птица гордая,0.89924696321528,0.0002299203584522,Руднев,-1.0,0.099644128113879,183655,5.525,11.323,0.219,0.283,,,0.1038,222,734,110,0.0106
271,Rudnev,Пиромант поневоле,0.910791290716575,0.000101526909659,Руднев,-1.0,0.2528735632183908,7391,5.946,11.287,0.264,0.677,,,0.1599,0,16,12,0.0193
272,Rudnev,Церковный дьявол,0.903259356492667,0.000180343406179,Руднев,-1.0,0.1728045325779036,25959,5.573,10.385,0.234,0.527,,,0.1092,0,114,29,0.0093
273,Rudnev,"Элементально, Вольфгар",0.9169121043296208,0.0002001244004283,Руднев,-1.0,0.0986394557823129,33791,5.839,15.714,0.269,0.531,,,0.124,8,113,11,0.0128
