Book ID,Size,Views,Likes,Rating
305241,4977,1438,57,0.039638386648122394
336405,9980,1445,53,0.03667820069204152
344848,11197,1194,11,0.009212730318257957
345470,6307,1083,15,0.013850415512465374
296209,31584,1714,16,0.009334889148191364
28282,16135,2752,108,0.03924418604651163
331241,46995,1516,19,0.012532981530343008
301509,14291,1748,41,0.02345537757437071
227012,27998,1874,31,0.016542155816435433
51063,23879,4314,94,0.021789522484932777
334143,35644,1490,65,0.0436241610738255
248568,36243,2256,32,0.014184397163120567
223641,4718,2646,44,0.016628873771730914
251376,8655,3044,5,0.0016425755584756898
340637,3437,1407,3,0.0021321961620469083
309105,261,1783,6,0.0033651149747616375
116164,7045,2599,47,0.018083878414774913
247525,29925,2229,1,0.00044863167339614175
327719,11831,1969,21,0.010665312341289994
35788,16427,3730,85,0.022788203753351208
78369,4676,3399,78,0.02294792586054722
50805,19466,5861,59,0.010066541545811295
315978,13349,2078,6,0.0028873917228103944
62617,76486,3825,85,0.022222222222222223
305759,31829,1824,24,0.013157894736842105
338295,1053,1202,40,0.033277870216306155
346242,4503,1036,17,0.016409266409266408
329069,14072,1157,29,0.025064822817631807
240724,20283,1617,3,0.0018552875695732839
345494,10072,1155,18,0.015584415584415584
265367,36069,1760,42,0.023863636363636365
349330,23840,1043,6,0.005752636625119847
332639,15745,3490,136,0.03896848137535817
342955,11624,1180,14,0.011864406779661017
155034,2206,2881,46,0.01596667823672336
293353,6585,1943,88,0.04529078744209985
20618,11825,1693,0,0.0
334340,37647,1279,25,0.019546520719311962
284939,14726,2534,73,0.028808208366219414
330143,10060,1192,28,0.02348993288590604
228875,8051,2360,29,0.01228813559322034
243204,8038,1753,8,0.004563605248146035
182939,79819,1955,63,0.032225063938618924
64264,31726,2950,41,0.013898305084745762
37841,60657,4235,16,0.0037780401416765055
13923,18722,8285,163,0.019674109837054917
309127,17192,1619,80,0.04941321803582458
319397,7357,1754,22,0.012542759407069556
337010,10451,1194,44,0.03685092127303183
340708,42854,1211,16,0.013212221304706853
21470,33599,3786,97,0.025620707871104067
29803,37113,3577,136,0.038020687727145654
292917,62252,1536,65,0.042317708333333336
33531,7468,3714,39,0.01050080775444265
342603,7505,1281,5,0.0039032006245121
302620,59240,1240,2,0.0016129032258064516
61686,22002,4823,168,0.03483309143686502
227865,8313,2379,33,0.013871374527112233
311402,12961,1480,20,0.013513513513513514
130818,7720,3497,80,0.02287675150128682
260596,28459,1851,29,0.015667206915180983
30252,43955,5736,89,0.015516039051603906
218147,19571,2000,60,0.03
313050,71577,1271,12,0.00944138473642801
25953,134156,3035,9,0.0029654036243822075
143319,18066,2356,4,0.001697792869269949
334807,50757,1260,19,0.01507936507936508
311224,14434,1376,16,0.011627906976744186
357797,1023,1311,1,0.0007627765064836003
271137,50618,1961,45,0.022947475777664456
311419,27766,1305,16,0.012260536398467433
298799,15736,1710,32,0.01871345029239766
58862,10381,8101,109,0.013455128996420195
119956,17853,5769,19,0.0032934650719362107
274736,7580,1957,31,0.015840572304547777
214829,28924,2587,99,0.038268264398917666
49643,43149,10000,48,0.0048
246369,6452,2066,25,0.012100677637947725
328893,41458,1575,1,0.0006349206349206349
342376,5077,1105,14,0.012669683257918552
72350,30027,3033,15,0.004945598417408506
264371,31907,1720,29,0.01686046511627907
23929,8230,4353,18,0.004135079255685734
164221,56469,2760,64,0.02318840579710145
303350,2779,1937,75,0.03871966959215281
285830,6681,2136,59,0.02762172284644195
138663,25574,3300,123,0.03727272727272727
343354,32614,1096,5,0.004562043795620438
133210,8859,2289,47,0.02053298383573613
339828,42072,1245,8,0.00642570281124498
259604,55071,1685,42,0.024925816023738872
32951,40883,2332,9,0.0038593481989708405
303524,82466,1362,21,0.015418502202643172
92172,21400,9503,209,0.02199305482479217
166725,11729,2629,31,0.011791555724610117
215805,80481,1969,80,0.04062976130015236
328817,64480,1457,28,0.019217570350034317
130189,11617,3935,168,0.042693773824650574
324808,15005,3278,137,0.04179377669310555
325409,14669,1562,56,0.03585147247119078
48555,13553,3678,2,0.000543773790103317
316458,65990,1412,22,0.015580736543909348
42639,39655,3175,36,0.011338582677165355
338792,9997,1147,50,0.043591979075850044
112132,134965,6024,144,0.02390438247011952
207975,5375,2081,51,0.0245074483421432
24176,19012,4835,51,0.010548086866597724
287327,1252,3132,102,0.032567049808429116
89757,16975,6658,118,0.017723039951937518
40049,47706,3892,11,0.0028263103802672147
251778,76927,2246,7,0.003116651825467498
127198,11607,4936,124,0.025121555915721232
229550,18273,2376,63,0.026515151515151516
17254,42019,4998,46,0.009203681472589036
240036,6165,3425,61,0.01781021897810219
323442,14618,1225,26,0.02122448979591837
21467,10053,4459,72,0.016147118187934514
219412,19066,1350,35,0.025925925925925925
345263,24335,1035,9,0.008695652173913044
59652,12372,3169,120,0.037866834963710946
277550,14728,1272,31,0.02437106918238994
334548,36530,1363,56,0.041085840058694055
356599,9905,1095,2,0.0018264840182648401
34318,13470,4106,28,0.006819288845591817
341966,18048,1250,15,0.012
186861,2653,2111,36,0.01705352913311227
152827,27028,2867,44,0.015347052668294385
23774,10450,4860,102,0.020987654320987655
257520,7374,2584,21,0.008126934984520124
334655,3283,1049,37,0.03527168732125834
161417,2772,2587,50,0.019327406262079627
135704,49156,2022,6,0.002967359050445104
341413,24835,1308,28,0.021406727828746176
66123,27089,3194,96,0.03005635566687539
167450,3108,3612,105,0.029069767441860465
134383,2994,2138,71,0.03320860617399439
247531,15634,1913,81,0.042341871406168324
233508,35191,1449,16,0.011042097998619738
315126,103347,1430,6,0.004195804195804196
333743,8713,1091,43,0.03941338221814849
268684,85043,1846,30,0.016251354279523293
69334,17467,3034,27,0.008899143045484509
268553,19711,1704,61,0.0357981220657277
228312,31894,1553,31,0.019961365099806824
242909,7228,1687,6,0.0035566093657379964
270268,3063,2591,52,0.020069471246622925
91557,61836,1792,18,0.010044642857142858
48093,10381,2726,41,0.01504035216434336
52130,3214,5719,135,0.023605525441510754
150112,16741,1652,21,0.012711864406779662
212282,10564,2630,47,0.017870722433460075
263419,17959,1357,8,0.0058953574060427415
243200,12481,1573,15,0.009535918626827717
244702,15038,2027,92,0.04538727183029107
130915,7264,3294,51,0.015482695810564663
334830,19478,1346,21,0.015601783060921248
7276,83369,4637,70,0.015095967220185465
52306,3723,6230,50,0.008025682182985553
331511,8612,1483,39,0.026298044504383007
207533,31644,1337,6,0.004487658937920718
115953,5958,3569,6,0.0016811431773606051
327860,4858,3034,125,0.04119973632168754
191055,83656,2325,49,0.021075268817204302
43697,5048,3021,92,0.030453492221118834
302475,58143,1528,35,0.022905759162303665
117201,11977,3360,141,0.04196428571428571
330554,30751,1302,11,0.008448540706605223
340926,5724,1398,69,0.04935622317596566
26443,31180,3908,75,0.0191914022517912
342596,3344,1271,4,0.003147128245476003
125244,15112,2221,74,0.033318325078793336
79002,9661,2565,121,0.04717348927875244
227401,12258,2341,21,0.00897052541648868
298766,22406,1291,13,0.010069713400464756
127011,127211,2965,32,0.010792580101180439
281377,100746,1161,20,0.017226528854435832
347259,7168,1004,11,0.010956175298804782
275349,46406,1576,73,0.04631979695431472
49227,20726,3458,66,0.019086176980913822
229903,69580,3083,23,0.007460265974699967
74087,18426,3241,119,0.0367170626349892
204734,8086,3375,108,0.032
339408,28744,1425,62,0.04350877192982456
293224,35233,1523,37,0.024294156270518712
132088,46411,3097,113,0.03648692282854375
172091,50523,2138,20,0.009354536950420954
331270,10564,1384,2,0.001445086705202312
88952,20137,2678,21,0.00784167289021658
283524,56331,1922,56,0.029136316337148804
253324,8838,2427,93,0.038318912237330034
317171,18216,2776,29,0.010446685878962535
54127,40962,3307,41,0.012397943755669792
239541,5939,2399,101,0.04210087536473531
239083,24579,1767,4,0.0022637238256932655
263502,8731,1366,3,0.0021961932650073207
41692,17351,2295,1,0.00043572984749455336
324299,7088,1717,45,0.026208503203261502
342358,30723,1208,4,0.0033112582781456954
347613,3196,1057,6,0.005676442762535478
260879,102787,1609,19,0.011808576755748913
173838,2563,2294,23,0.01002615518744551
321897,15170,2224,11,0.0049460431654676255
317882,13481,1161,44,0.03789836347975883
238757,6851,1959,52,0.026544155181214904
2287,11566,3935,66,0.016772554002541296
236046,32972,1995,90,0.045112781954887216
23925,39703,7040,114,0.01619318181818182
49299,393014,3192,9,0.002819548872180451
327351,15771,1632,19,0.011642156862745098
71468,21716,6148,50,0.008132726089785295
316974,19324,1567,61,0.0389278876834716
235860,2423,3213,71,0.02209772798008092
160225,2382,2433,35,0.014385532264693794
303261,13863,1453,7,0.004817618719889883
293670,10387,1370,61,0.04452554744525548
30127,23763,6193,115,0.01856935249475214
365485,20270,1031,3,0.002909796314258002
245263,21053,2044,33,0.01614481409001957
296994,69849,1824,57,0.03125
337603,14295,1778,4,0.0022497187851518562
181429,3038,2480,28,0.01129032258064516
218029,13378,2278,90,0.03950834064969271
323915,19831,1545,13,0.008414239482200648
206261,57672,2492,22,0.00882825040128411
37705,62544,3486,34,0.009753298909925417
219868,3843,2669,59,0.02210565754964406
14068,10736,5051,69,0.013660661255196991
83448,12116,2369,77,0.032503165892781766
315701,32927,1393,9,0.006460875807609476
247798,5058,1858,12,0.006458557588805167
263621,23678,2320,31,0.013362068965517242
211894,25933,2110,41,0.01943127962085308
272815,67975,1568,4,0.002551020408163265
297604,39895,1286,14,0.01088646967340591
11834,24063,4190,56,0.013365155131264916
207185,65621,2243,40,0.017833259028087384
292959,21370,1621,30,0.01850709438618137
294430,22452,1558,11,0.007060333761232349
335750,24599,1338,15,0.011210762331838564
225977,1574,1333,5,0.0037509377344336083
247617,39932,2234,4,0.0017905102954341987
116807,5464,2208,38,0.017210144927536232
346969,19818,1008,4,0.003968253968253968
311628,14995,1721,72,0.041836141778036025
274836,23997,1735,33,0.019020172910662825
277947,68150,1239,11,0.00887812752219532
48275,26792,2749,28,0.01018552200800291
106700,24574,4873,138,0.028319310486353375
156079,5061,2228,61,0.027378815080789945
264383,22232,2127,79,0.03714151386929948
343021,10802,1122,11,0.00980392156862745
29294,21854,3033,115,0.03791625453346521
83624,23194,4062,26,0.006400787789266372
330563,19494,1377,17,0.012345679012345678
115884,13165,2213,16,0.0072300045187528245
321710,29731,1098,53,0.0482695810564663
199630,11611,1854,12,0.006472491909385114
127012,30350,4026,51,0.012667660208643815
212021,10487,1722,62,0.036004645760743324
338902,12027,1269,19,0.014972419227738377
20713,55666,3817,59,0.015457165313073094
55466,10641,2441,9,0.0036870135190495697
344864,11280,1026,8,0.007797270955165692
329565,32097,1808,23,0.012721238938053098
253432,33113,1635,17,0.010397553516819572
229128,40548,2144,11,0.005130597014925373
342456,14257,1037,14,0.013500482160077145
236945,55712,1735,17,0.009798270893371758
309871,19792,1838,68,0.036996735582154515
307134,7282,1541,26,0.016872160934458143
292557,33606,1528,36,0.02356020942408377
342002,7235,1279,5,0.003909304143862392
328093,15213,1144,49,0.04283216783216783
278540,10339,2021,37,0.01830776843146957
237242,11906,2529,47,0.018584420719652037
305112,34073,1304,19,0.014570552147239263
79262,36568,2538,61,0.024034672970843184
339127,21615,1440,54,0.0375
274494,60179,1350,11,0.008148148148148147
325619,37396,1602,21,0.013108614232209739
274932,73961,1579,43,0.027232425585813805
310948,56395,1448,39,0.026933701657458564
266634,41175,2311,32,0.013846819558632626
275714,53304,1522,4,0.002628120893561104
58105,8209,4710,32,0.006794055201698514
327939,11735,1530,61,0.03986928104575163
348248,5660,1009,5,0.004955401387512388
167512,4994,2817,73,0.025914093006744764
31440,12121,2817,34,0.012069577564785232
323367,3115,1552,20,0.01288659793814433
32179,91682,3589,27,0.007522986904430203
16490,51405,3566,41,0.011497476163768929
304599,4952,3209,56,0.017450919289498285
361641,15605,1071,2,0.0018674136321195146
309220,19259,1320,25,0.01893939393939394
98825,39821,2752,27,0.009811046511627907
231720,11779,1899,19,0.010005265929436546
344069,10228,1301,8,0.006149116064565719
129185,42507,2945,14,0.004753820033955857
280416,58610,1289,10,0.007757951900698216
194785,44313,2337,83,0.03551561831407788
315244,5045,1484,19,0.012803234501347708
230495,13059,1165,30,0.02575107296137339
206669,39275,1821,13,0.007138934651290499
301379,11078,2482,40,0.016116035455278
327408,15632,1200,14,0.011666666666666667
23147,11832,3444,50,0.014518002322880372
326329,32750,1480,12,0.008108108108108109
267311,8470,2879,118,0.04098645362973254
334834,20700,1333,24,0.01800450112528132
336886,29712,1341,18,0.013422818791946308
274690,12185,1061,16,0.015080113100848256
324043,40602,1390,50,0.03597122302158273
297275,53194,1183,3,0.00253592561284869
77829,29338,2476,43,0.017366720516962843
39206,39456,2717,23,0.008465218991534781
265470,47458,1497,17,0.011356045424181697
109994,20893,2645,45,0.017013232514177693
141622,12274,2606,30,0.011511895625479662
135120,13942,3132,6,0.0019157088122605363
186020,42209,1996,36,0.018036072144288578
301775,18763,1408,27,0.019176136363636364
51801,23641,6537,74,0.01132017745143032
89079,76094,2055,12,0.00583941605839416
151092,15301,2279,71,0.031154014918824045
337710,20540,1061,17,0.016022620169651274
56225,33851,2879,47,0.016325112886418896
272803,6082,1455,12,0.008247422680412371
306026,40392,1381,13,0.00941346850108617
311431,18813,1844,77,0.04175704989154013
230307,9238,2237,62,0.027715690657130084
249875,2842,1963,32,0.0163015792154865
262870,12672,1554,9,0.005791505791505791
20097,68006,2675,25,0.009345794392523364
245227,4279,3231,73,0.022593624264933457
141623,3084,2554,13,0.005090054815974941
315554,19402,1573,47,0.029879211697393517
312827,21525,1791,21,0.011725293132328308
163233,15129,1725,13,0.007536231884057971
347652,10517,1010,1,0.0009900990099009901
273024,32710,1295,17,0.013127413127413128
120036,24612,2923,22,0.00752651385562778
293064,4616,1388,41,0.029538904899135448
10235,22506,5662,21,0.0037089367714588485
231765,39949,1919,32,0.016675351745700884
311453,17860,1291,16,0.012393493415956624
261900,15164,2168,77,0.03551660516605166
162176,13062,2190,33,0.015068493150684932
232101,9037,2275,94,0.04131868131868132
245399,15214,1955,27,0.01381074168797954
29667,23722,4893,86,0.017576129164111998
266090,59241,1491,38,0.025486250838363516
95124,33355,3106,86,0.027688345138441726
51385,15379,6325,133,0.021027667984189723
287039,19930,1321,32,0.024224072672218017
112363,57656,2358,50,0.021204410517387615
262830,23660,1496,29,0.019385026737967916
180159,15345,2597,12,0.004620716211012707
205930,12016,1982,80,0.04036326942482341
317576,20131,1499,7,0.004669779853235491
301738,15452,1776,55,0.030968468468468468
332452,2751,1449,18,0.012422360248447204
117864,14839,6005,36,0.005995004163197336
219866,3052,2704,64,0.023668639053254437
324877,97328,1510,24,0.015894039735099338
295095,11685,1482,5,0.0033738191632928477
334934,33748,1292,35,0.027089783281733747
239244,39757,1699,18,0.01059446733372572
170849,26874,1935,5,0.002583979328165375
343593,13135,1117,7,0.006266786034019696
17580,34224,4465,21,0.0047032474804031355
131468,4235,1891,10,0.005288207297726071
293382,17813,2026,46,0.022704837117472853
293955,49373,1647,14,0.008500303582270795
253425,36258,1519,17,0.01119157340355497
130138,20602,2440,52,0.021311475409836064
341537,39725,1195,7,0.005857740585774059
340687,21781,1243,25,0.02011263073209976
258958,35121,1866,21,0.011254019292604502
225109,10792,1476,15,0.01016260162601626
230129,51380,1736,22,0.012672811059907835
336763,46213,1205,21,0.017427385892116183
325859,29557,1057,29,0.027436140018921477
54630,8661,3337,15,0.004495055439017081
73356,36877,4053,24,0.005921539600296077
274542,21060,1048,18,0.01717557251908397
243063,21458,2188,42,0.019195612431444242
19636,27596,4153,49,0.011798699735131231
20499,22992,3834,64,0.016692749087115284
320568,31891,1739,4,0.0023001725129384704
304244,18841,1408,15,0.01065340909090909
17701,28694,3875,17,0.004387096774193549
39477,37554,2734,33,0.012070226773957572
340024,35458,1187,16,0.013479359730412805
341749,15065,1226,12,0.009787928221859706
328334,16733,1198,17,0.014190317195325543
244833,6202,2149,3,0.0013959981386691485
75543,1669,2689,41,0.015247303830420231
340168,5427,1248,14,0.011217948717948718
231313,34618,1851,44,0.02377093462992977
71971,20766,2503,33,0.013184178985217739
29462,43321,2478,16,0.00645682001614205
308872,14132,1988,11,0.005533199195171026
239382,21099,2470,2,0.0008097165991902834
341741,19835,1118,10,0.008944543828264758
342778,48097,1070,3,0.002803738317757009
268685,44107,3790,153,0.04036939313984169
250577,29082,2169,68,0.03135085292761641
72648,87557,1457,1,0.0006863417982155113
87248,31856,2139,40,0.018700327255726974
320455,6915,1392,6,0.004310344827586207
94328,58707,2230,33,0.014798206278026907
29896,49947,3537,65,0.018377155781735936
219381,6043,2160,101,0.04675925925925926
276246,4023,1544,29,0.01878238341968912
264896,19718,1369,52,0.03798392987582177
235691,35086,1360,19,0.013970588235294118
77974,31330,3212,68,0.021170610211706103
155834,13582,2848,107,0.037570224719101125
28951,30378,4532,26,0.005736981465136805
273684,12021,1621,26,0.016039481801357187
312441,15432,1919,58,0.030224075039082855
23475,30214,3456,61,0.01765046296296296
268201,154599,1869,43,0.023006955591225255
60516,94822,2383,34,0.014267729752412925
263884,11880,1965,51,0.025954198473282442
246171,16793,2105,31,0.014726840855106888
314393,63223,1643,20,0.012172854534388313
272806,46311,1852,30,0.016198704103671708
345430,9448,1096,0,0.0
319497,26860,1465,36,0.024573378839590442
57973,69298,3567,81,0.022708158116063918
159350,7941,1993,41,0.020572002007024585
155684,18454,2149,49,0.02280130293159609
334399,17321,1119,28,0.025022341376228777
306288,13383,1398,41,0.029327610872675252
339193,26343,1247,16,0.012830793905372895
326982,54602,1432,3,0.002094972067039106
145107,33736,2488,70,0.028135048231511254
259435,9712,1583,3,0.0018951358180669614
82160,96801,2436,9,0.003694581280788177
22945,11466,2812,12,0.004267425320056899
296845,8013,1314,53,0.04033485540334855
35096,76848,3359,51,0.01518309020541828
208390,38447,2449,100,0.04083299305839118
64894,41467,2801,14,0.004998214923241699
30380,33096,3941,2,0.0005074854097944684
258737,32566,1469,3,0.0020422055820285907
330252,33901,1248,11,0.008814102564102564
281876,39672,1344,13,0.009672619047619048
262244,11111,1648,68,0.0412621359223301
98250,11851,2661,25,0.009394964299135663
276044,15925,1246,39,0.03130016051364366
287947,54696,1844,18,0.009761388286334056
268552,22178,1867,67,0.035886448848419926
214864,12473,1883,5,0.0026553372278279343
277618,17093,1461,29,0.019849418206707735
227889,19350,1987,23,0.011575239053850024
21469,21574,3385,80,0.023633677991137372
92744,39825,2663,25,0.00938790837401427
293257,21809,1208,19,0.015728476821192054
275713,12336,1306,7,0.005359877488514548
28283,8819,2814,106,0.037668798862828715
333087,11776,1162,37,0.031841652323580036
236656,29079,1921,34,0.017699115044247787
255475,3424,1370,59,0.043065693430656936
126677,13403,1578,18,0.011406844106463879
277006,31865,1474,63,0.042740841248303935
53724,39875,4528,87,0.019213780918727916
335563,17912,1456,19,0.01304945054945055
312308,14904,1546,70,0.045278137128072445
35888,29760,4266,99,0.023206751054852322
299789,69757,1243,5,0.004022526146419952
163545,6607,2356,18,0.007640067911714771
236699,11536,2434,72,0.029580936729663106
176628,73798,2214,43,0.01942186088527552
223830,12443,1405,31,0.02206405693950178
290367,17149,1618,12,0.007416563658838072
127183,11172,3395,86,0.02533136966126657
54629,5761,4178,13,0.0031115366203925323
338478,38250,1245,2,0.001606425702811245
322873,41341,1560,55,0.035256410256410256
50738,13102,2892,55,0.019017980636237896
297809,1207,1777,74,0.04164321890827237
315168,6623,1065,21,0.01971830985915493
268725,10845,1892,32,0.016913319238900635
304717,25142,1524,33,0.021653543307086614
206317,4203,1945,90,0.04627249357326478
24583,36335,4755,76,0.01598317560462671
227962,41423,1715,27,0.01574344023323615
17860,20202,4392,65,0.014799635701275045
331337,33193,1636,36,0.022004889975550123
295658,49902,1419,14,0.009866102889358703
232968,2044,1693,55,0.032486709982279975
47012,26678,2479,31,0.012505042355788625
112168,3581,2188,6,0.002742230347349177
312783,2453,1186,35,0.02951096121416526
232228,44515,1434,15,0.010460251046025104
128525,55888,4060,63,0.015517241379310345
325486,36253,1526,24,0.015727391874180863
313031,2954,1420,69,0.048591549295774646
195505,9883,3241,132,0.040728170317803146
313292,5822,1428,34,0.023809523809523808
153538,5133,4079,53,0.012993380730571219
117989,1829,4445,111,0.024971878515185602
253049,10063,2370,95,0.04008438818565401
305632,42719,1188,14,0.011784511784511785
200144,76951,2129,73,0.03428839830906529
324729,10368,1232,13,0.010551948051948052
144656,36074,2264,40,0.0176678445229682
333396,30346,1310,20,0.015267175572519083
265866,27395,2982,144,0.0482897384305835
289857,43334,1285,8,0.0062256809338521405
49808,21270,3083,26,0.008433344145313007
275567,7468,1808,50,0.02765486725663717
276758,13089,1161,31,0.026701119724375538
342595,8009,1105,5,0.004524886877828055
190528,43984,2466,44,0.017842660178426603
249408,16429,1449,42,0.028985507246376812
192251,6331,1464,39,0.02663934426229508
235182,10147,1628,16,0.009828009828009828
279092,45245,1430,24,0.016783216783216783
273693,6279,1749,15,0.008576329331046312
84690,2617,1706,6,0.0035169988276670576
334813,16173,1236,17,0.013754045307443365
22805,6330,6559,127,0.019362707729836864
31710,23259,3990,88,0.02205513784461153
38982,25973,2778,21,0.00755939524838013
214148,15149,2507,92,0.03669724770642202
336962,22074,1155,18,0.015584415584415584
28223,51681,3982,48,0.012054244098442994
69709,20282,1918,18,0.009384775808133473
267746,15176,1627,4,0.002458512599877074
66299,39905,2808,24,0.008547008547008548
37064,48338,4182,115,0.027498804399808705
341999,1924,1115,4,0.003587443946188341
273512,49823,1472,15,0.010190217391304348
337705,42221,1206,5,0.0041459369817578775
310233,126805,1185,0,0.0
53297,7237,4006,26,0.006490264603095357
84149,45183,2300,15,0.006521739130434782
323625,19156,1276,13,0.01018808777429467
292868,11868,1704,63,0.03697183098591549
281167,2990,1475,66,0.04474576271186441
257804,24059,1551,15,0.009671179883945842
326806,19357,1312,10,0.007621951219512195
146879,10004,3056,30,0.00981675392670157
315473,6384,1279,15,0.011727912431587178
48435,75301,3131,70,0.022357074417119132
45176,6002,2257,112,0.04962339388568897
298267,50663,1093,11,0.010064043915827997
332414,53197,1425,26,0.018245614035087718
334034,32722,1128,9,0.007978723404255319
343247,4108,1108,2,0.0018050541516245488
315100,6706,1370,4,0.00291970802919708
208847,52391,2249,46,0.020453534904401955
28236,109125,4125,9,0.002181818181818182
319791,4928,1609,26,0.016159105034182723
294607,27373,1860,10,0.005376344086021506
236589,6855,2308,6,0.0025996533795493936
341422,14877,1042,16,0.015355086372360844
128758,58176,2880,60,0.020833333333333332
262828,74024,1448,21,0.014502762430939226
264291,5244,1683,41,0.0243612596553773
186983,42518,2169,88,0.04057169202397418
38576,93085,3270,40,0.012232415902140673
218897,34340,1475,31,0.021016949152542375
286369,11372,1377,6,0.004357298474945534
298158,22859,1633,31,0.018983466013472138
314479,18874,2106,11,0.0052231718898385565
301517,29633,1414,20,0.014144271570014143
218567,46861,1886,37,0.019618239660657476
332654,41126,1216,32,0.02631578947368421
307590,5000,1155,44,0.0380952380952381
42086,43805,3202,24,0.007495315427857589
289456,44899,1804,54,0.02993348115299335
64164,40774,6408,56,0.008739076154806492
337109,3798,1430,2,0.0013986013986013986
211345,69532,1474,39,0.026458616010854818
88955,15438,3563,21,0.005893909626719057
47014,18904,2547,4,0.0015704750687082843
163086,36815,1929,17,0.008812856402280975
171778,27432,2263,97,0.04286345558992488
41785,5759,2843,34,0.011959198030249736
312786,2038,1159,38,0.03278688524590164
345303,11428,1068,7,0.006554307116104869
196178,37706,1960,82,0.04183673469387755
