Book ID,Size,Views,Likes,Rating,overall_sentiment,total_words_emotional,arc_amplitude,arc_polarity_switches,avg_cosine_similarity,sentence_count,avg_adjacent_similarity,std_adjacent_similarity,num_adjacent_pairs
300364,38811,1376,18,0.0130813953488372,negative,5891,2,1,0.34374258,665,,,0
137187,22143,2161,81,0.0374826469227209,neutral,3010,2,0,0.37447485,453,,,0
19637,37782,3305,26,0.0078668683812405,neutral,5872,2,1,0.3619597,481,,,0
315962,22651,1214,30,0.0247116968698517,skip,3370,2,1,0.38063648,413,,,0
21056,66861,5272,23,0.0043626707132018,speech,10399,2,1,0.35338783,1043,,,0
74777,74202,1778,25,0.0140607424071991,neutral,10849,2,0,0.37364927,923,,,0
106987,30278,2447,30,0.0122599100939926,negative,4477,1,0,0.34831277,533,,,0
208261,46354,2892,101,0.034923928077455,negative,7314,1,0,0.30942684,808,,,0
266931,49701,1516,7,0.0046174142480211,neutral,6981,1,0,0.31729874,568,,,0
42125,35123,2253,11,0.0048823790501553,positive,5447,2,1,0.33191684,454,,,0
6100,32925,2457,22,0.0089540089540089,skip,4624,2,0,0.33785018,933,,,0
323018,62240,1013,36,0.0355380059230009,neutral,9499,2,0,0.354915,748,,,0
170760,23586,2000,62,0.031,speech,3504,2,0,0.34313715,398,,,0
36133,52299,3145,22,0.0069952305246422,negative,8183,2,3,0.3310275,878,,,0
42889,34879,2746,15,0.0054624908958485,positive,4822,2,1,0.29728958,436,,,0
305287,77634,1082,15,0.0138632162661737,neutral,11386,2,1,0.31050277,960,,,0
298679,26723,1377,23,0.0167029774872912,negative,3892,2,1,0.29729062,418,,,0
317817,38207,1161,7,0.0060292850990525,negative,5774,1,0,0.34341794,758,,,0
335980,77510,1061,7,0.0065975494816211,negative,11628,2,1,0.28796232,1278,,,0
211410,28789,2103,32,0.0152163575844032,positive,4573,2,3,0.3753672,592,,,0
285856,72146,1736,39,0.0224654377880184,skip,11383,1,0,0.37109345,996,,,0
274789,38225,1304,13,0.0099693251533742,positive,5759,2,1,0.35009003,531,,,0
27781,40668,4338,8,0.0018441678192715,negative,5920,2,1,0.33159068,985,,,0
207322,36842,2917,83,0.0284538909838875,neutral,5777,2,0,0.3428902,701,,,0
167905,38472,1598,15,0.0093867334167709,skip,5962,1,0,0.3888519,591,,,0
169416,20393,1628,14,0.0085995085995086,neutral,3093,2,1,0.3498846,356,,,0
14861,41355,3270,54,0.0165137614678899,neutral,6392,2,0,0.3177024,687,,,0
267856,33837,1212,11,0.009075907590759,neutral,5322,2,1,0.36188617,542,,,0
318935,48020,1264,12,0.0094936708860759,neutral,7214,1,0,0.33141044,705,,,0
334017,39835,1172,25,0.0213310580204778,neutral,5983,1,0,0.38577798,586,,,0
167810,44685,1414,15,0.0106082036775106,neutral,6834,1,0,0.3589935,787,,,0
175170,23934,1567,25,0.0159540523292916,positive,3566,2,1,0.3291677,286,,,0
88402,24919,1767,31,0.0175438596491228,positive,3642,2,3,0.30689818,432,,,0
61538,65155,2362,42,0.0177815410668924,neutral,9877,2,1,0.32321653,1505,,,0
142550,22711,2622,24,0.0091533180778032,skip,3502,2,0,0.34418666,381,,,0
165501,24565,1691,16,0.0094618568894145,positive,3785,2,1,0.3343165,394,,,0
