Book ID,Size,Views,Likes,Rating,avg_sentence_length,std_sentence_length,sentence_count,complex_sentence_ratio,avg_subordinate_clauses,avg_tree_depth,sentence_depths,avg_commas_per_sentence,exclamation_count,question_count,ellipsis_count,participial_count,gerund_count,infinitive_count,participial_gerund_ratio,infinitive_ratio,direct_speech_count,direct_speech_ratio,total_tokens
250183,13028,2867,81,0.0282525287757237,7.700389105058366,7.2375782490074565,257,0.17509727626459143,0.22568093385214008,3.6731517509727625,"[2, 6, 10, 5, 2, 3, 2, 2, 4, 3, 2, 2, 6, 3, 3, 3, 2, 5, 5, 9, 3, 9, 3, 8, 2, 3, 5, 2, 2, 7, 2, 4, 3, 3, 2, 2, 3, 2, 3, 4, 6, 4, 2, 2, 3, 2, 2, 2, 4, 2, 2, 7, 5, 5, 8, 5, 8, 5, 4, 2, 3, 8, 5, 7, 3, 2, 2, 2, 3, 4, 4, 2, 4, 3, 4, 10, 8, 3, 6, 6, 6, 3, 6, 5, 6, 6, 7, 2, 2, 5, 2, 5, 3, 2, 3, 7, 5, 3, 4, 2, 2, 4, 5, 5, 3, 3, 4, 3, 3, 2, 7, 2, 3, 5, 4, 2, 3, 3, 2, 2, 2, 4, 3, 4, 3, 3, 3, 4, 2, 2, 4, 2, 5, 3, 2, 2, 5, 3, 3, 2, 2, 2, 2, 4, 4, 2, 2, 2, 2, 2, 3, 5, 5, 2, 5, 3, 2, 2, 2, 3, 6, 7, 3, 4, 2, 7, 10, 5, 5, 3, 3, 2, 5, 4, 5, 2, 4, 4, 2, 4, 8, 6, 2, 7, 2, 6, 4, 3, 2, 4, 3, 3, 2, 2, 3, 4, 3, 4, 4, 4, 3, 2, 2, 4, 3, 4, 3, 2, 2, 4, 5, 3, 6, 5, 3, 3, 2, 2, 5, 2, 2, 2, 4, 2, 4, 2, 2, 2, 2, 3, 4, 3, 2, 3, 8, 4, 3, 3, 4, 4, 4, 6, 6, 2, 4, 4, 4, 2, 2, 2, 2, 6, 4, 4, 5, 3, 5]",0.7782101167315175,17,12,10,35,45,89,0.0404244567963618,0.0449722081859525,24,0.0933852140077821,1979
329401,10355,3449,133,0.0385619020005798,13.710526315789474,9.829271513271074,114,0.40384615384615385,0.5673076923076923,5.028846153846154,"[12, 12, 7, 8, 8, 3, 2, 2, 4, 5, 6, 6, 5, 3, 3, 8, 3, 7, 6, 7, 8, 7, 8, 2, 4, 4, 4, 6, 8, 6, 4, 4, 5, 2, 6, 6, 8, 3, 4, 5, 5, 6, 5, 6, 4, 3, 7, 3, 6, 4, 3, 3, 5, 5, 4, 9, 6, 4, 5, 3, 4, 3, 6, 4, 5, 3, 2, 6, 5, 3, 4, 4, 5, 4, 3, 5, 8, 3, 3, 2, 6, 5, 4, 3, 6, 6, 9, 7, 6, 6, 4, 3, 6, 6, 6, 4, 7, 4, 5, 5, 4, 4, 5, 3]",1.8157894736842106,6,22,51,32,47,43,0.05054382597568778,0.027511196417146513,19,0.16666666666666666,1563
346035,6194,1315,8,0.006083650190114,8.867256637168142,6.628542751910593,113,0.30357142857142855,0.38392857142857145,4.0,"[5, 5, 5, 3, 4, 4, 10, 5, 5, 9, 4, 3, 3, 5, 2, 4, 3, 3, 8, 5, 2, 4, 4, 2, 5, 5, 9, 3, 6, 4, 6, 3, 3, 5, 6, 4, 2, 4, 3, 4, 2, 3, 3, 3, 4, 2, 5, 3, 3, 2, 2, 5, 3, 4, 2, 4, 4, 3, 3, 9, 4, 5, 3, 3, 4, 3, 5, 3, 6, 5, 3, 5, 5, 3, 2, 2, 2, 3, 7, 5, 3, 3, 3, 2, 2, 4, 3, 7, 8, 3, 2, 2, 3, 3, 2, 4, 5, 5, 4, 10, 4, 4, 6, 5, 3, 3, 4, 4, 2, 3, 3, 3]",1.1327433628318584,5,9,1,6,20,43,0.02594810379241517,0.04291417165668663,8,0.07079646017699115,1002
75067,6291,2748,126,0.0458515283842794,9.273584905660377,5.782622603016113,106,0.27450980392156865,0.30392156862745096,3.9215686274509802,"[6, 2, 10, 3, 3, 4, 2, 4, 3, 5, 5, 2, 5, 2, 2, 5, 5, 3, 6, 4, 3, 3, 5, 4, 4, 2, 4, 2, 3, 4, 3, 5, 2, 3, 5, 4, 5, 3, 4, 4, 3, 4, 3, 3, 3, 5, 9, 5, 7, 4, 4, 2, 2, 3, 2, 4, 4, 3, 4, 3, 6, 4, 3, 2, 6, 3, 4, 2, 4, 3, 4, 5, 4, 3, 4, 5, 5, 5, 5, 5, 3, 4, 3, 5, 2, 4, 5, 4, 4, 5, 4, 5, 4, 4, 7, 4, 4, 4, 3, 3, 4, 3]",1.150943396226415,8,21,9,3,12,34,0.015259409969481181,0.03458799593082401,12,0.11320754716981132,983
270215,17108,1631,69,0.0423053341508277,7.649390243902439,5.605992828247575,328,0.2085889570552147,0.2392638036809816,3.7177914110429446,"[4, 4, 2, 2, 5, 3, 3, 2, 3, 2, 3, 4, 2, 4, 5, 2, 2, 2, 4, 4, 9, 4, 4, 3, 5, 3, 3, 2, 6, 3, 7, 2, 3, 10, 7, 5, 5, 2, 3, 4, 2, 6, 3, 7, 4, 3, 5, 3, 5, 4, 6, 5, 4, 2, 5, 7, 7, 3, 2, 2, 5, 2, 4, 4, 3, 2, 4, 6, 5, 4, 3, 2, 6, 2, 5, 2, 2, 2, 7, 7, 3, 2, 4, 3, 3, 6, 6, 2, 8, 2, 4, 4, 2, 4, 2, 4, 3, 7, 5, 3, 5, 5, 3, 3, 5, 2, 4, 3, 4, 3, 4, 3, 3, 4, 3, 3, 4, 2, 3, 2, 2, 4, 3, 4, 3, 3, 4, 3, 3, 2, 3, 3, 3, 4, 2, 3, 3, 3, 5, 7, 10, 2, 3, 2, 2, 5, 4, 3, 4, 10, 3, 5, 4, 3, 4, 3, 5, 5, 2, 4, 2, 2, 2, 4, 4, 3, 4, 3, 5, 5, 9, 4, 4, 3, 4, 3, 4, 5, 3, 3, 4, 3, 4, 3, 2, 6, 5, 6, 4, 3, 5, 2, 7, 4, 2, 3, 5, 3, 4, 3, 3, 4, 3, 3, 2, 2, 3, 3, 3, 3, 3, 2, 2, 3, 4, 4, 3, 5, 2, 5, 5, 5, 4, 2, 6, 3, 3, 7, 5, 5, 4, 2, 4, 3, 5, 4, 4, 4, 5, 4, 3, 2, 5, 4, 3, 3, 5, 3, 4, 3, 3, 5, 6, 3, 3, 5, 3, 2, 6, 5, 4, 4, 4, 3, 3, 2, 5, 9, 3, 4, 2, 6, 3, 3, 4, 3, 2, 2, 3, 3, 2, 4, 2, 2, 3, 4, 3, 4, 3, 3, 3, 3, 6, 2, 2, 4, 3, 2, 3, 4, 2, 4, 5, 6, 3, 3, 3, 3, 4, 6, 3, 3, 4, 4, 4, 4, 3, 2, 5, 2, 4, 4, 4, 3, 4, 1]",0.7835365853658537,13,40,20,27,21,47,0.019131127939418093,0.018732562774013552,31,0.09451219512195122,2509
161346,25523,2982,101,0.033869885982562,7.642857142857143,5.987119780995169,490,0.1718146718146718,0.20463320463320464,3.444015444015444,"[3, 3, 4, 5, 4, 5, 5, 3, 2, 5, 5, 3, 5, 3, 2, 3, 5, 2, 2, 2, 2, 3, 7, 3, 2, 2, 2, 3, 3, 3, 6, 2, 2, 2, 2, 2, 9, 3, 5, 3, 4, 4, 6, 2, 4, 5, 3, 3, 4, 4, 3, 4, 2, 2, 3, 3, 3, 4, 7, 5, 3, 3, 3, 3, 3, 3, 4, 5, 3, 3, 4, 5, 3, 6, 3, 2, 2, 2, 4, 2, 6, 7, 4, 4, 3, 4, 2, 4, 4, 3, 3, 3, 3, 3, 4, 4, 5, 3, 3, 3, 3, 3, 2, 3, 3, 4, 5, 2, 3, 2, 2, 3, 3, 4, 6, 4, 5, 2, 7, 3, 3, 2, 3, 3, 2, 3, 2, 2, 2, 2, 2, 3, 5, 6, 3, 3, 4, 4, 6, 6, 6, 4, 3, 4, 5, 3, 3, 3, 3, 3, 2, 4, 3, 3, 4, 4, 4, 4, 2, 3, 3, 5, 5, 3, 4, 2, 3, 4, 6, 3, 2, 6, 5, 2, 3, 3, 4, 3, 2, 3, 3, 5, 3, 4, 4, 5, 2, 3, 4, 3, 2, 3, 3, 3, 5, 5, 3, 6, 3, 2, 3, 4, 3, 3, 5, 5, 7, 6, 6, 7, 8, 2, 6, 5, 7, 4, 5, 6, 5, 5, 4, 3, 5, 2, 2, 2, 5, 7, 5, 4, 4, 4, 3, 3, 2, 5, 4, 3, 3, 3, 5, 5, 3, 3, 2, 5, 3, 5, 3, 4, 5, 2, 5, 4, 7, 2, 3, 5, 4, 3, 3, 4, 7, 5, 2, 4, 3, 3, 6, 5, 5, 3, 6, 4, 5, 3, 3, 3, 4, 4, 4, 3, 2, 3, 2, 4, 3, 3, 3, 3, 7, 2, 3, 2, 3, 4, 3, 5, 4, 5, 3, 2, 4, 5, 4, 2, 2, 3, 3, 3, 3, 3, 2, 2, 3, 4, 5, 3, 4, 3, 2, 4, 4, 3, 3, 4, 4, 4, 2, 6, 3, 2, 3, 3, 3, 4, 2, 3, 2, 4, 3, 4, 2, 2, 4, 3, 2, 2, 3, 3, 5, 3, 4, 2, 4, 2, 4, 3, 4, 3, 3, 4, 5, 4, 4, 2, 3, 3, 3, 4, 3, 3, 3, 4, 2, 3, 3, 4, 2, 6, 3, 3, 2, 4, 4, 5, 3, 3, 2, 4, 2, 3, 3, 2, 4, 2, 5, 3, 2, 4, 2, 3, 3, 3, 4, 3, 3, 3, 3, 2, 3, 3, 4, 3, 3, 2, 3, 4, 3, 3, 4, 3, 4, 3, 3, 3, 3, 5, 2, 6, 3, 2, 3, 2, 2, 2, 2, 2, 5, 3, 2, 3, 4, 2, 2, 3, 3, 5, 3, 4, 2, 5, 2, 3, 3, 4, 2, 2, 2, 3, 2, 2, 3, 4, 2, 2, 2, 4, 2, 3, 2, 6, 3, 3, 2, 4, 3, 2, 2, 3, 2, 6, 3, 3, 7, 6, 8, 2, 2, 4, 2, 3, 3, 4, 5, 6, 5, 3, 4, 2, 2, 4, 2, 2, 2, 3, 3, 2, 3, 2, 2, 3, 2, 3, 3, 2, 2, 1]",0.8775510204081632,91,68,0,65,63,67,0.03417890520694259,0.01789052069425901,123,0.2510204081632653,3745
267749,15246,2048,8,0.00390625,9.18450184501845,6.142377060603346,271,0.2851985559566787,0.36101083032490977,3.8194945848375452,"[4, 4, 5, 4, 9, 2, 4, 3, 6, 4, 5, 4, 7, 4, 3, 4, 5, 3, 5, 5, 4, 3, 4, 4, 4, 4, 4, 4, 5, 7, 7, 3, 4, 4, 4, 5, 3, 5, 4, 3, 2, 3, 4, 2, 2, 3, 5, 2, 3, 2, 2, 3, 3, 2, 2, 3, 3, 6, 3, 3, 5, 3, 5, 2, 3, 3, 4, 5, 6, 10, 4, 4, 3, 5, 5, 4, 5, 4, 2, 3, 3, 3, 6, 3, 2, 3, 2, 2, 6, 3, 2, 3, 7, 2, 5, 2, 2, 4, 3, 3, 4, 4, 3, 3, 6, 3, 5, 4, 4, 6, 5, 5, 5, 7, 4, 3, 3, 3, 3, 4, 4, 3, 2, 2, 3, 3, 5, 4, 4, 4, 4, 2, 4, 3, 2, 2, 5, 3, 7, 3, 4, 4, 4, 4, 6, 4, 4, 3, 4, 3, 5, 2, 4, 2, 2, 2, 2, 3, 3, 3, 2, 3, 4, 6, 3, 6, 5, 3, 4, 4, 2, 4, 3, 3, 6, 2, 2, 3, 5, 4, 5, 2, 4, 6, 6, 4, 3, 2, 3, 3, 4, 4, 2, 2, 4, 2, 4, 5, 2, 4, 5, 4, 3, 5, 7, 4, 2, 3, 4, 3, 3, 7, 3, 3, 4, 3, 4, 3, 4, 7, 4, 4, 4, 9, 8, 5, 4, 4, 5, 4, 3, 2, 3, 2, 3, 4, 3, 3, 3, 4, 2, 4, 4, 5, 2, 4, 5, 4, 5, 2, 5, 5, 7, 5, 4, 3, 7, 4, 4, 3, 4, 3, 5, 5, 4, 2, 4, 3, 4, 5, 5, 3, 3, 4, 4, 2, 2]",0.9446494464944649,7,18,0,16,30,88,0.018481317798312576,0.035355564483728404,23,0.08487084870848709,2489
48743,56418,5326,115,0.0215921892602328,9.735507246376812,8.420843898042962,828,0.2319004524886878,0.2748868778280543,3.9683257918552037,"[5, 5, 4, 6, 6, 6, 3, 3, 6, 5, 5, 4, 5, 4, 5, 3, 3, 7, 3, 5, 5, 3, 6, 6, 6, 6, 6, 7, 3, 3, 3, 9, 6, 5, 7, 4, 12, 7, 4, 4, 3, 4, 3, 4, 2, 2, 2, 3, 6, 4, 2, 8, 4, 4, 7, 3, 5, 3, 6, 4, 3, 3, 4, 4, 5, 8, 8, 9, 5, 7, 5, 6, 5, 5, 6, 5, 2, 7, 3, 7, 6, 4, 5, 5, 3, 3, 6, 6, 2, 2, 3, 4, 2, 7, 3, 4, 2, 3, 4, 3, 3, 4, 4, 2, 2, 3, 4, 2, 3, 2, 3, 5, 3, 4, 2, 2, 2, 4, 4, 3, 4, 2, 4, 8, 3, 5, 4, 4, 4, 6, 7, 3, 5, 5, 3, 5, 4, 3, 6, 5, 5, 5, 6, 4, 6, 5, 5, 6, 5, 5, 6, 4, 6, 8, 5, 5, 4, 2, 6, 3, 4, 4, 3, 3, 4, 3, 5, 3, 6, 8, 6, 4, 2, 4, 3, 6, 4, 3, 6, 5, 5, 3, 7, 7, 6, 8, 3, 4, 4, 3, 3, 4, 3, 5, 3, 2, 3, 3, 3, 3, 5, 3, 5, 3, 4, 2, 3, 2, 5, 7, 4, 4, 5, 2, 3, 2, 2, 2, 2, 3, 9, 4, 3, 5, 5, 4, 5, 4, 5, 4, 5, 2, 5, 3, 3, 5, 4, 3, 3, 6, 4, 4, 5, 7, 7, 4, 2, 2, 2, 4, 3, 2, 4, 2, 3, 2, 5, 6, 3, 5, 3, 3, 3, 3, 3, 4, 4, 3, 2, 3, 3, 2, 2, 5, 4, 5, 2, 3, 3, 3, 2, 2, 5, 9, 3, 3, 3, 8, 6, 5, 6, 4, 7, 2, 10, 8, 6, 9, 4, 3, 6, 6, 5, 9, 2, 10, 6, 2, 2, 6, 2, 5, 2, 7, 7, 3, 5, 3, 4, 7, 5, 7, 8, 3, 10, 4, 6, 4, 11, 3, 3, 2, 2, 6, 3, 9, 4, 8, 3, 3, 4, 4, 4, 5, 3, 5, 5, 3, 6, 5, 6, 2, 3, 5, 2, 5, 4, 6, 8, 5, 2, 11, 4, 3, 4, 2, 2, 4, 5, 7, 5, 5, 9, 7, 5, 5, 5, 3, 2, 3, 5, 4, 5, 6, 5, 4, 3, 3, 4, 6, 4, 5, 2, 3, 4, 3, 2, 4, 6, 3, 3, 3, 3, 2, 3, 4, 4, 4, 3, 4, 2, 3, 6, 5, 10, 3, 3, 4, 4, 6, 3, 4, 4, 4, 5, 2, 2, 2, 4, 2, 2, 2, 3, 5, 3, 3, 4, 3, 3, 3, 5, 3, 3, 4, 7, 5, 2, 3, 2, 3, 4, 5, 3, 4, 2, 2, 2, 4, 3, 3, 3, 4, 3, 3, 4, 4, 3, 2, 2, 2, 2, 4, 2, 3, 5, 4, 3, 3, 4, 3, 3, 3, 4, 6, 3, 4, 4, 5, 2, 3, 3, 2, 3, 4, 3, 4, 5, 3, 6, 3, 3, 3, 3, 3, 5, 3, 4, 4, 3, 3, 2, 4, 5, 3, 2, 3, 4, 4, 2, 3, 5, 4, 2, 2, 3, 2, 4, 3, 2, 3, 2, 3, 3, 2, 5, 4, 4, 2, 3, 6, 3, 6, 8, 4, 3, 3, 6, 5, 2, 5, 4, 4, 4, 7, 3, 4, 4, 4, 2, 3, 3, 5, 5, 5, 4, 5, 2, 3, 4, 2, 3, 3, 3, 3, 4, 4, 4, 7, 5, 4, 3, 7, 4, 4, 6, 4, 3, 2, 3, 5, 6, 5, 5, 4, 2, 2, 2, 4, 5, 2, 3, 2, 4, 3, 3, 3, 5, 5, 4, 6, 7, 5, 3, 3, 3, 4, 3, 3, 4, 6, 4, 3, 5, 3, 6, 7, 3, 4, 6, 11, 3, 2, 6, 3, 3, 2, 4, 7, 5, 8, 4, 2, 5, 6, 8, 4, 4, 3, 2, 2, 2, 5, 3, 4, 2, 3, 2, 2, 2, 2, 3, 7, 4, 4, 7, 3, 2, 5, 4, 4, 3, 3, 4, 4, 4, 3, 2, 4, 4, 7, 3, 5, 2, 2, 2, 3, 3, 4, 3, 4, 6, 2, 2, 3, 3, 3, 3, 2, 3, 4, 3, 3, 3, 4, 2, 2, 2, 3, 3, 2, 3, 4, 2, 4, 4, 3, 3, 4, 4, 3, 3, 3, 5, 2, 3, 2, 5, 2, 3, 3, 4, 6, 2, 3, 3, 2, 2, 2, 2, 3, 2, 6, 5, 3, 3, 3, 2, 2, 2, 3, 4, 4, 2, 2, 8, 3, 3, 2, 3, 4, 3, 7, 7, 3, 3, 8, 6, 4, 3, 8, 5, 4, 4, 4, 3, 2, 2, 6, 4, 4, 5, 3, 6, 4, 3, 3, 3, 3, 2, 3, 4, 4, 3, 3, 3, 6, 5, 4, 4, 3, 3, 3, 3, 6, 3, 2, 2, 3, 3, 4, 2, 3, 4, 4, 2, 4, 3, 4, 4, 3, 2, 6, 6, 3, 4, 4, 3, 4, 3, 2, 5, 3, 2, 3, 3, 3, 3, 4, 3, 3, 2, 5, 2, 5, 3, 2, 3, 4, 5, 3, 4, 4, 3, 4, 4, 11, 2, 4, 6, 3, 3, 6, 5, 5, 3, 3, 4, 3, 6, 3, 2, 4, 4, 5, 2, 2, 2, 4, 2, 2, 4, 8, 4, 3]",1.3454106280193237,32,101,0,191,110,195,0.03734028036223794,0.024190547078526237,181,0.21859903381642512,8061
63160,35172,7394,147,0.0198809845820935,8.032457496136013,4.989822209769615,647,0.19598765432098766,0.22067901234567902,3.8040123456790123,"[3, 5, 4, 5, 3, 4, 8, 2, 5, 7, 3, 2, 4, 3, 3, 5, 4, 6, 2, 4, 4, 4, 5, 4, 5, 6, 7, 5, 5, 5, 4, 3, 5, 5, 4, 3, 2, 2, 5, 3, 5, 4, 2, 4, 3, 3, 4, 5, 5, 6, 4, 2, 5, 5, 3, 5, 2, 5, 5, 3, 4, 3, 4, 2, 4, 4, 5, 5, 4, 6, 6, 5, 10, 4, 5, 3, 2, 8, 4, 4, 3, 2, 6, 4, 3, 4, 5, 2, 4, 5, 4, 6, 2, 3, 5, 3, 5, 3, 6, 4, 3, 4, 4, 3, 4, 6, 5, 3, 4, 6, 5, 3, 3, 4, 4, 5, 8, 4, 5, 4, 3, 5, 5, 7, 3, 6, 3, 5, 5, 4, 3, 4, 6, 3, 2, 2, 6, 6, 3, 3, 3, 5, 2, 2, 2, 4, 2, 2, 3, 5, 5, 4, 3, 3, 2, 6, 5, 4, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 4, 3, 3, 2, 2, 3, 5, 2, 3, 2, 3, 5, 4, 3, 2, 2, 2, 4, 4, 3, 4, 2, 3, 3, 5, 7, 3, 4, 6, 6, 4, 7, 3, 4, 7, 5, 4, 7, 4, 4, 5, 4, 5, 4, 4, 3, 4, 4, 4, 3, 4, 2, 6, 5, 6, 2, 3, 4, 5, 2, 2, 3, 4, 5, 2, 3, 4, 3, 6, 4, 3, 3, 2, 2, 3, 3, 2, 2, 2, 2, 4, 5, 6, 5, 6, 5, 3, 5, 5, 4, 4, 3, 5, 2, 3, 3, 4, 2, 3, 2, 4, 2, 2, 2, 3, 3, 2, 6, 4, 4, 5, 6, 4, 4, 2, 2, 4, 2, 3, 2, 6, 4, 4, 4, 4, 7, 4, 4, 5, 4, 3, 4, 3, 5, 4, 2, 4, 4, 3, 4, 5, 4, 2, 6, 3, 3, 5, 3, 3, 3, 3, 4, 3, 4, 3, 3, 5, 4, 3, 9, 7, 3, 2, 2, 2, 4, 5, 5, 5, 3, 4, 5, 3, 5, 7, 6, 7, 3, 4, 3, 5, 2, 5, 2, 4, 4, 7, 6, 4, 5, 3, 3, 3, 5, 2, 4, 5, 9, 4, 4, 2, 3, 2, 2, 3, 3, 4, 7, 3, 4, 6, 5, 6, 6, 2, 5, 4, 4, 3, 3, 4, 5, 5, 5, 4, 5, 2, 2, 3, 5, 6, 4, 2, 2, 3, 4, 4, 4, 2, 4, 5, 2, 3, 4, 3, 3, 4, 3, 4, 2, 8, 4, 3, 2, 2, 4, 4, 4, 2, 3, 5, 4, 4, 3, 4, 2, 3, 5, 4, 4, 4, 3, 4, 2, 2, 4, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 7, 5, 4, 5, 2, 4, 3, 4, 4, 2, 3, 4, 4, 4, 4, 4, 4, 5, 3, 4, 2, 4, 4, 3, 7, 3, 5, 4, 2, 4, 3, 6, 4, 7, 2, 4, 5, 2, 5, 5, 4, 2, 4, 3, 4, 3, 3, 2, 3, 3, 3, 2, 5, 3, 3, 4, 3, 3, 3, 4, 3, 2, 4, 3, 2, 2, 4, 4, 4, 4, 5, 4, 5, 6, 3, 3, 2, 3, 5, 5, 3, 4, 3, 5, 3, 3, 3, 3, 3, 2, 5, 3, 2, 3, 5, 3, 5, 3, 5, 5, 3, 5, 4, 3, 4, 3, 5, 3, 4, 2, 3, 3, 3, 5, 2, 5, 4, 4, 3, 3, 4, 5, 4, 2, 4, 2, 5, 4, 2, 2, 5, 3, 3, 2, 2, 2, 4, 3, 4, 4, 3, 5, 3, 5, 2, 2, 4, 4, 4, 4, 2, 5, 3, 3, 6, 5, 4, 3, 3, 2, 5, 3, 3, 3, 2, 4, 3, 5, 3, 5, 3, 2, 2, 3, 6, 2, 2, 2, 3, 3, 3, 4, 4, 4, 5, 5, 4, 5, 7, 3, 2, 3, 4, 6]",0.9335394126738794,44,44,25,55,71,138,0.02424475659034058,0.026553781027515874,20,0.030911901081916538,5197
27140,30494,2137,48,0.0224613944782405,7.6512396694214875,5.195421374826097,605,0.28289473684210525,0.3338815789473684,3.6101973684210527,"[3, 5, 5, 4, 4, 4, 2, 3, 2, 2, 5, 2, 5, 3, 4, 3, 2, 4, 3, 2, 6, 4, 3, 3, 5, 6, 4, 2, 3, 4, 4, 3, 4, 3, 4, 6, 5, 5, 3, 3, 3, 2, 2, 2, 3, 5, 4, 2, 4, 3, 2, 3, 2, 5, 3, 2, 4, 3, 3, 3, 4, 2, 2, 3, 4, 2, 3, 4, 2, 3, 4, 3, 2, 2, 3, 2, 5, 3, 2, 2, 4, 3, 2, 2, 5, 4, 5, 3, 3, 2, 2, 2, 4, 4, 4, 3, 6, 4, 3, 5, 3, 4, 3, 4, 3, 4, 2, 3, 3, 3, 3, 4, 5, 3, 4, 2, 2, 3, 2, 2, 5, 2, 4, 2, 5, 2, 2, 4, 5, 4, 4, 5, 3, 5, 3, 3, 5, 5, 3, 4, 5, 3, 4, 4, 4, 3, 3, 3, 4, 4, 4, 3, 4, 3, 2, 3, 4, 3, 5, 2, 4, 3, 4, 4, 3, 2, 3, 3, 4, 2, 5, 4, 2, 5, 4, 2, 4, 3, 3, 5, 4, 5, 2, 3, 3, 3, 4, 5, 3, 3, 4, 5, 2, 5, 5, 4, 6, 3, 2, 3, 2, 2, 5, 3, 2, 3, 4, 3, 2, 3, 5, 2, 5, 3, 5, 3, 4, 7, 4, 5, 3, 3, 3, 2, 3, 6, 5, 4, 5, 4, 5, 3, 4, 2, 2, 2, 3, 4, 3, 2, 3, 5, 5, 3, 4, 4, 4, 6, 5, 6, 3, 4, 3, 3, 2, 4, 3, 2, 3, 3, 3, 4, 5, 3, 4, 5, 5, 2, 2, 4, 5, 3, 3, 5, 2, 4, 6, 4, 3, 3, 6, 3, 3, 4, 3, 5, 2, 3, 3, 2, 6, 6, 4, 3, 5, 3, 4, 5, 4, 4, 5, 2, 3, 4, 5, 3, 2, 4, 2, 2, 3, 5, 2, 2, 4, 3, 3, 5, 3, 3, 4, 2, 3, 6, 4, 4, 3, 4, 2, 6, 3, 6, 7, 4, 6, 4, 4, 4, 4, 4, 5, 3, 5, 5, 6, 4, 6, 4, 4, 2, 4, 5, 4, 4, 5, 3, 3, 6, 8, 3, 7, 4, 4, 3, 5, 2, 7, 4, 2, 7, 4, 6, 2, 2, 2, 5, 2, 6, 3, 2, 6, 4, 5, 4, 5, 9, 3, 4, 3, 2, 4, 4, 5, 2, 5, 5, 4, 3, 4, 6, 4, 3, 3, 4, 4, 3, 3, 4, 2, 2, 2, 4, 2, 3, 3, 2, 3, 6, 2, 4, 5, 3, 5, 4, 3, 2, 4, 3, 3, 4, 3, 4, 4, 5, 3, 3, 6, 5, 2, 5, 3, 4, 3, 3, 2, 2, 2, 6, 3, 5, 4, 3, 3, 3, 2, 3, 3, 5, 4, 3, 4, 6, 3, 3, 3, 4, 2, 4, 3, 3, 4, 4, 6, 6, 4, 5, 5, 3, 2, 5, 3, 2, 4, 5, 6, 5, 2, 4, 6, 5, 3, 4, 7, 7, 2, 5, 2, 6, 5, 5, 9, 5, 5, 2, 2, 5, 2, 4, 4, 2, 2, 3, 5, 3, 3, 4, 5, 4, 3, 4, 3, 2, 4, 2, 2, 4, 3, 3, 4, 5, 2, 3, 4, 2, 2, 4, 2, 3, 3, 3, 4, 3, 2, 4, 3, 3, 2, 5, 2, 4, 2, 6, 2, 4, 4, 4, 3, 4, 2, 2, 4, 3, 4, 7, 4, 2, 7, 3, 4, 3, 4, 3, 4, 5, 3, 5, 2, 3, 7, 2, 3, 3, 2, 5, 3, 2, 5, 2, 2, 3, 2, 2, 3, 4, 2, 2, 3, 3, 3, 6, 5, 4, 3, 2, 3, 4, 3, 3]",1.0,47,88,26,34,103,176,0.02959602505940808,0.03802117087923958,90,0.1487603305785124,4629
