,Author,Title,HD_D,Average_TFIDF,AuthorRus,Rating,Value,Length
251,Tolstoy,Хаджи-Мурат,0.8867863621648011,0.0001899691914051,Толстой,4.071,0.0664629488158899,231144
252,Tolstoy,Хозяин и работник,0.8725568429914126,0.000186579034828,Толстой,4.301,0.1198884758364312,97008
253,Tolstoy,Холстомер,0.8798598869232825,0.0002586982561239,Толстой,4.187,0.0949589683470105,72506
254,Tolstoy,Юность,0.8741117399351841,0.0002685683709943,Толстой,3.994,0.1191123188405797,312553
255,Tolstoy,Ягоды,0.8987180484474993,0.0002352213991494,Толстой,3.5,0.1255060728744939,22073
256,Turgenev,Ася,0.8602732074748125,0.0001885755767179,Тургенев,4.248,0.1127029608404966,86784
257,Turgenev,Вешние воды,0.8959229170737972,0.0001875858786479,Тургенев,4.29,0.2106907323845886,252827
258,Turgenev,Дворянское гнездо,0.8921581717640544,0.0002153048184943,Тургенев,4.235,0.1138662316476345,304989
259,Turgenev,Дым,0.8948268473807188,0.0002161218187585,Тургенев,4.178,0.1917083210820347,324062
260,Turgenev,Записки охотника,0.910366837842504,0.000364206608239,Тургенев,3.923,0.1769809876228148,658891
261,Turgenev,Муму,0.8902768465170487,0.000200151692516,Тургенев,3.904,0.1260794473229706,53532
262,Turgenev,Отцы и дети,0.9015733688814924,0.0002549956469763,Тургенев,4.276,0.1399410774410774,370304
263,Turgenev,Стихотворения в прозе,0.903809002055108,0.0003242291718202,Тургенев,4.291,0.303637713437268,103420
264,Turgenev,Яков Пасынков,0.8764314228499289,0.0002365701706682,Тургенев,3.946,0.1496539792387543,71996
265,Rudnev,Время собирать копья,0.921536059714016,0.0001477917559136,Руднев,-1.0,0.1576763485477178,19182
266,Rudnev,"Жги, еретик!",0.8948138964459289,0.0001416545766327,Руднев,-1.0,0.3012048192771085,6165
267,Rudnev,Нити,0.9147429450750948,0.0001639813832441,Руднев,-1.0,0.09375,6540
268,Rudnev,Новый пес старого дома,0.9082160166890406,0.0002534870003762,Руднев,-1.0,0.1066012488849241,164632
269,Rudnev,Обуза,0.8760831366340092,0.0002627539831379,Руднев,-1.0,0.1004536616979909,169254
270,Rudnev,Павлин-птица гордая,0.89924696321528,0.0002299203584522,Руднев,-1.0,0.099644128113879,183655
271,Rudnev,Пиромант поневоле,0.910791290716575,0.000101526909659,Руднев,-1.0,0.2528735632183908,7391
272,Rudnev,Церковный дьявол,0.903259356492667,0.000180343406179,Руднев,-1.0,0.1728045325779036,25959
273,Rudnev,"Элементально, Вольфгар",0.9169121043296208,0.0002001244004283,Руднев,-1.0,0.0986394557823129,33791
