Author,Title,Value,Length,Normalized_MTTR,Average_TFIDF
Dostoevsky,Слабое сердце,0.3225589225589225,84123,0.962355906051171,0.00013325035939788188
Dostoevsky,Сон смешного человека,0.20408163265306126,44609,0.959498806084051,0.00019518074640278188
Dostoevsky,Униженные и оскорблённые,0.21658583899127065,727403,0.9609923347870576,0.00022066802952041715
Dostoevsky,Хозяйка,0.2300695559122525,152999,0.9656865915352265,0.00020915845026790982
Dostoevsky,Честный вор,0.2535460992907801,30631,0.9618483273400522,0.00015625697336428806
Dostoevsky,Чужая жена и муж под кроватью,0.4162544169611308,75682,0.9606043409926809,0.00019741816197926728
Gogol,Вечера на хуторе близ Диканьки,0.3136083628896771,402125,0.9662173977782084,0.00032465363200682496
Gogol,Вий,0.17849223946784926,74616,0.9674164495141941,0.0002590759151186635
Tolstoy,Записки сумасшедшего,0.18295739348370926,21833,0.9619451135488623,0.00021063902023090835
Gogol,Коляска,0.13307984790874525,23221,0.9689728453452147,0.0002364298514416818
Gogol,Мёртвые души,0.1982518871672626,757969,0.9669057966553654,0.0002873741900284815
Gogol,Невский проспект,0.2161764705882353,72172,0.9682398106846051,0.00025818790164064664
Gogol,Нос,0.19852941176470587,49608,0.9661000139651698,0.00018987598260253378
Gogol,Ночи на вилле,0.10738255033557048,12165,0.9672798927081605,0.00018622135043497564
Gogol,Ночь перед Рождеством,0.3098712446351931,83226,0.9657369570261899,0.00022995739866153025
Gogol,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",0.30666666666666664,93121,0.9667696428943817,0.00019528022179665115
Gogol,Портрет,0.14770459081836326,114356,0.9679409469567839,0.00026037382866427386
Gogol,Ревизор,0.2358490566037736,138159,0.9629399300726578,0.00017950306912968992
Gogol,Рим,0.12423625254582485,84485,0.9717956008756706,0.0003248025226114949
Gogol,Старосветские помещики,0.16890080428954424,46349,0.9686035684179345,0.00018352333226475683
Gogol,Тарас Бульба,0.2554002541296061,232125,0.9673705161255924,0.0002907009936376034
Gogol,Шинель,0.08311688311688313,65218,0.9663653294873493,0.00018302595962340316
Gorky,Бывшие люди,0.2404482934284259,113351,0.9689210465312345,0.0002476727978872104
Gorky,В людях,0.2850467289719626,1191308,0.9668643679328082,0.00037536545018178574
Gorky,В степи,0.23980815347721826,21630,0.9700892769084737,0.00023543247335641843
Gorky,Вывод,0.1951219512195122,4176,0.9734727015509037,0.00018276660093604456
Gorky,Город жёлтого дьявола,0.27884615384615385,22743,0.9702483021619684,0.0002750882746621404
Gorky,Двадцать шесть и одна,0.2522796352583587,26313,0.9655867832557684,0.00018035922230833843
Gorky,Дело с застёжками,0.20422535211267606,20278,0.9706829893514417,0.00022231215943150983
Tolstoy,Детство,0.149375,191516,0.9656613927559231,0.00027681182137553125
Gorky,Емельян Пиляй,0.3375314861460957,21871,0.9674926574336155,0.00023634571486857227
Gorky,Знахарка,0.16783216783216784,19590,0.971186167356876,0.00022894586903408039
Gorky,Коновалов,0.24797507788161996,93136,0.967588947565076,0.000253638282505822
Gorky,Ледоход,0.2737068965517241,38412,0.9722370759047232,0.00027117832273825573
Gorky,Ма-аленькая!...,0.1574074074074074,8182,0.9704346177803032,0.00021002843491870073
Gorky,Макар Чудра,0.3746835443037975,23187,0.9614635662974444,0.0001552279942400599
Gorky,Мать,0.30276207742348304,560406,0.9625565343108208,0.000269266985141942
Gorky,Мещане,0.2655357742693987,152175,0.9634272736484121,0.00015838749230494156
Gorky,Мои университеты,0.2484334684850719,223870,0.9689070937841606,0.0003535937095406192
Gorky,На дне,0.3787643588947532,102123,0.9648432704656847,0.0001957419334910692
Gorky,На плотах,0.3572744014732965,23031,0.9700522441864253,0.0002319781103524208
Gorky,Несвоевременные мысли,0.2977558839627805,254186,0.9671514683016029,0.00034740563846127285
Gorky,Озорник,0.24444444444444444,34510,0.9701609859749568,0.00018848538582908925
Gorky,Песня о Буревестнике,0.24,1679,0.957452809124015,9.452023635629394e-05
Gorky,Песня о соколе,0.1532258064516129,8345,0.9686203976107348,0.00019237223527050784
Gorky,Проходимец,0.2245681381957773,66810,0.9687635650979445,0.0002919183790754034
Gorky,Рождение человека,0.18779342723004694,17352,0.9737171143109083,0.00028370293056658884
Gorky,Сказки об Италии,0.24362850971922245,249473,0.9658006460516984,0.00031822771931773334
Herzen,Скуки ради,0.16046511627906976,90016,0.9728215713052032,0.00034253585791151384
Gorky,Старуха Изергиль,0.22827687776141384,40288,0.9615708948854027,0.00021104840202532148
Gorky,Страсти-мордасти,0.25894736842105265,26217,0.9696263134380704,0.0002596151071412944
Gorky,Фома Гордеев,0.2739491969472605,489007,0.9660579676281978,0.00023699654799208187
Gorky,Челкаш,0.27860696517412936,61521,0.9689767624613207,0.0001661998456097356
Gorky,Человек,0.611764705882353,11190,0.9672036130814634,0.00021788903433287113
Gorky,Ярмарка в Голтве,0.2366412213740458,21001,0.9741173283565453,0.00026906521674435464
Herzen,Доктор Крупов,0.12723214285714285,56950,0.971174123784424,0.0002748297275035373
Herzen,Долг прежде всего,0.06622516556291391,130607,0.9708461164567549,0.0002769753288889025
Herzen,Елена,0.1862595419847328,64802,0.9699746377154532,0.00026788244242256695
Herzen,Кто виноват,0.17336462305661485,423226,0.9677352727648894,0.0002987870726474967
Herzen,Легенда,0.1066350710900474,52173,0.9703947122534967,0.0002620837409057199
Herzen,Мимоездом,0.16363636363636366,5644,0.9712162747273257,0.00018498470503383913
Herzen,Повреждённый,0.13020833333333334,45485,0.9709395756899345,0.000288362253851825
Herzen,С того берега,0.20371086200231928,352921,0.9661949429584143,0.00033093572274681273
Herzen,Сорока-воровка,0.14383561643835616,46169,0.969229277937974,0.0002618876403790572
Herzen,Трагедия за стаканом грога,0.1171875,14312,0.9722404744656266,0.00024047221949622652
Lermontov,Ашик-Кериб,0.07964601769911504,15464,0.961457541962383,0.00014049228593509725
Lermontov,Герой нашего времени,0.1776536312849162,281815,0.9652297215159601,0.0002738316211512591
Lermontov,Штосс,0.21021021021021025,26063,0.9697029567971277,0.00016997719403926052
Pushkin,Арап Петра Великого,0.08028169014084507,61810,0.9714640495073107,0.00022800276151451702
Pushkin,Дубровский,0.08774373259052924,136337,0.9674453368520088,0.00021525034939454216
Pushkin,Египетские ночи,0.08273381294964029,22339,0.9733835614047562,0.00019974300504345012
Pushkin,История Пугачёва,0.04068441064638783,264917,0.9678148473942311,0.0003015245800006775
Pushkin,История села Горюхина,0.04946996466431095,30950,0.9745313431218936,0.0003151730801690127
Pushkin,Капитанская дочка,0.14616810877626701,211888,0.9661194487143901,0.0002739019116739627
Pushkin,Кирджали,0.0986842105263158,11413,0.9717939734794362,0.0001350081781024513
Pushkin,Пиковая дама,0.14589235127478753,46773,0.9680917983779153,0.00017962679077685478
Pushkin,Повести Белкина,0.09782608695652174,124375,0.9682831636451174,0.0002843365561634623
Pushkin,Рославлев,0.15849056603773584,21420,0.9710604851027113,0.00019523435683324171
Tolstoy,Алёша горшок,0.06578947368421052,10341,0.9606919817565667,0.00012104754485877849
Tolstoy,Альберт,0.15405777166437415,50918,0.9636984668039082,0.000151994095752375
Tolstoy,Анна Каренина,0.12603150787696926,1778358,0.9626543987009021,0.00021691778470145777
Tolstoy,Божеское и человеческое,0.14543114543114544,68161,0.9661284142869365,0.00019607747617194957
Tolstoy,Война и мир. Том 1,0.11256876851460007,825013,0.9664711308653913,0.00032121816390619137
Tolstoy,Война и мир. Том 2,0.0873259174914601,855571,0.9641032683353382,0.00024010081431139667
Tolstoy,Война и мир. Том 3,0.10355550948481393,920929,0.9661834252922173,0.00031279386369936925
Tolstoy,Война и мир. Том 4,0.07472231571861326,900279,0.965533087144357,0.0003072084001611648
Tolstoy,Воскресение,0.09138272376784412,911515,0.9645058482611549,0.00022566228545067493
Tolstoy,Два гусара,0.16997943797121315,110940,0.9665288256918604,0.0002572153694725457
Tolstoy,Декабристы,0.08842897460018814,98385,0.9668735933923461,0.0002671437775285102
Tolstoy,Дьявол,0.09235936188077246,86800,0.9624575346330058,0.00017364051054627924
Tolstoy,Записки маркера,0.15294117647058825,29923,0.9609906584897326,0.00019550707648263632
Tolstoy,Из записок князя Д. Нехлюдова (Люцерн),0.1161137440758294,50013,0.9668037326768865,0.0002687659689292056
Tolstoy,Кавказский пленник,0.09876543209876544,41000,0.9629320442684891,0.0001348232109631877
Tolstoy,Казаки,0.1572407883461868,289853,0.9646603245478421,0.00021374829183693517
Tolstoy,Корней Васильев,0.09343936381709743,31816,0.9652910440708022,0.00019869859953168537
Tolstoy,Крейцерова соната,0.18013734812466986,155398,0.9625286536261853,0.00022342539667802392
Tolstoy,Метель,0.18425196850393705,54273,0.9659199770053085,0.00026364797906484595
Tolstoy,Набег,0.0949367088607595,47524,0.9696949669544461,0.0002855763798059389
Tolstoy,Отец Сергий,0.10684474123539232,82925,0.9648306604447139,0.00018842179921483134
Tolstoy,Отрочество,0.1799844840961986,147250,0.9662918712128722,0.00028508421335889984
Tolstoy,Поликуша,0.12327773749093544,106366,0.9663066972086629,0.00023165630031137956
Tolstoy,После бала,0.055,18834,0.9650799745476082,0.00021357417017092692
Tolstoy,Праведный судья,0.013157894736842105,4891,0.9473666140336592,8.217936923309226e-05
Tolstoy,Работник Емельян и пустой барабан,0.044715447154471545,13423,0.9526816229394587,0.00010030958177870891
Tolstoy,Разжалованный,0.15833333333333333,49915,0.9664599835245922,0.00022613459458080583
Tolstoy,Рубка леса,0.13875,69084,0.9677793497106278,0.0002736997457856036
Tolstoy,Севастополь в августе 1855 года,0.2016871165644172,120473,0.9661860164773088,0.00025857764785813375
Tolstoy,Севастополь в декабре месяце,0.06719367588932806,30917,0.9684707659213869,0.00023513788953550947
Tolstoy,Севастополь в мае,0.1329479768786127,85974,0.966165218286999,0.00024287583881106583
Tolstoy,Семейное счастье,0.15605976757055895,165129,0.9600771182174715,0.0002039211192937825
Tolstoy,Смерть Ивана Ильича,0.14925373134328354,109000,0.9633769136236578,0.00018611090819413417
Tolstoy,Три смерти,0.13274336283185842,23645,0.9676865475164146,0.00024765954494573714
Tolstoy,Утро пемещика,0.14770642201834866,98924,0.966205499072296,0.00025534320922926884
Tolstoy,Хаджи-Мурат,0.06646294881588999,231144,0.965420508221844,0.0001899691914051843
Tolstoy,Хозяин и работник,0.11988847583643122,97008,0.96439974368199,0.00018657903482802082
Tolstoy,Холстомер,0.09495896834701056,72506,0.9670765623162134,0.00025869825612393415
Tolstoy,Юность,0.11911231884057973,312553,0.962964118136839,0.0002685683709943814
Tolstoy,Ягоды,0.12550607287449392,22073,0.9702158807259611,0.00023522139914940087
Turgenev,Ася,0.11270296084049665,86784,0.9664235432326005,0.00018857557671790516
Turgenev,Вешние воды,0.21069073238458869,252827,0.967785810202266,0.00018758587864790846
Turgenev,Дворянское гнездо,0.11386623164763457,304989,0.96702951581966,0.00021530481849435577
Turgenev,Дым,0.1917083210820347,324062,0.9680097691720725,0.00021612181875856808
Turgenev,Записки охотника,0.17698098762281486,658891,0.9678914385182225,0.0003642066082390305
Turgenev,Муму,0.12607944732297066,53532,0.9686240106935631,0.00020015169251605812
Turgenev,Отцы и дети,0.13994107744107745,370304,0.9672621036141411,0.00025499564697633253
Turgenev,Стихотворения в прозе,0.303637713437268,103420,0.96984598944471,0.00032422917182028244
Turgenev,Яков Пасынков,0.14965397923875431,71996,0.966357527656729,0.00023657017066827904
Rudnev,Время собирать копья,0.15767634854771784,19182,0.9691093299726442,0.0001477917559136226
Rudnev,"Жги, еретик!",0.3012048192771085,6165,0.9690685525432279,0.0001416545766327517
Rudnev,Нити,0.09375,6540,0.9717676045398168,0.00016398138324410401
Rudnev,Новый пес старого дома,0.10660124888492416,164632,0.9636916933504329,0.00025348700037628363
Rudnev,Обуза,0.10045366169799093,169254,0.9628505664224665,0.0002627539831379882
Rudnev,Павлин-птица гордая,0.099644128113879,183655,0.963182967977206,0.0002299203584522412
Rudnev,Пиромант поневоле,0.25287356321839083,7391,0.9703668916286514,0.00010152690965905718
Rudnev,Церковный дьявол,0.17280453257790368,25959,0.9672231442981576,0.0001803434061790311
Rudnev,"Элементально, Вольфгар",0.09863945578231292,33791,0.9694899395230308,0.00020012440042832758
