total_words,total_characters,avg_sentence_length,unique_ratio,avg_word_frequency,Rating,Book ID
2005,13088,7.801556420233463,0.5331670822942643,1.8755846585594014,0.0282525287757237,250183
1603,10439,14.06140350877193,0.6019962570180911,1.661139896373057,0.0385619020005798,329401
1043,6256,9.230088495575222,0.5723873441994247,1.747068676716918,0.006083650190114,346035
997,6323,9.40566037735849,0.5917753259779338,1.6898305084745762,0.0458515283842794,75067
2586,17331,7.884146341463414,0.4976798143851508,2.0093240093240095,0.0423053341508277,270215
3872,25738,7.90204081632653,0.45480371900826444,2.1987507098239636,0.033869885982562,161346
2502,15381,9.232472324723247,0.4724220623501199,2.116751269035533,0.00390625,267749
8330,56599,10.060386473429952,0.47166866746698677,2.1201323491982693,0.0215921892602328,48743
5316,35209,8.216383307573416,0.5118510158013544,1.9536934950385887,0.0198809845820935,63160
4791,30631,7.91900826446281,0.43894802755165935,2.2781740370898715,0.0224613944782405,27140
595,4058,14.875,0.7008403361344537,1.4268585131894485,0.0111231687466087,73055
2506,15832,8.762237762237762,0.5011971268954509,1.9952229299363058,0.0235457063711911,339143
530,3334,18.275862068965516,0.6509433962264151,1.536231884057971,0.0057067603160667,245592
6205,39994,13.118393234672304,0.4320709105560032,2.3144349123461394,0.0237375917134225,89500
1035,6534,9.0,0.5816425120772947,1.7192691029900333,0.0262869660460021,77817
1374,8818,10.253731343283581,0.5262008733624454,1.900414937759336,0.0085522296884544,338748
1986,13281,9.110091743119266,0.5433031218529708,1.840593141797961,0.0132508833922261,343266
4287,27924,11.40159574468085,0.43480289246559367,2.299892703862661,0.0017901897601145,201606
5406,34752,8.891447368421053,0.42970773214946356,2.3271631510977184,0.0090426577550619,79972
3984,26905,11.448275862068966,0.5128012048192772,1.9500734214390603,0.044709388971684,326138
2623,17116,10.929166666666667,0.5188715211589783,1.9272593681116825,0.0230698246693325,79307
3495,23482,6.721153846153846,0.455793991416309,2.193973634651601,0.0364238410596026,206653
728,4914,8.987654320987655,0.6854395604395604,1.4589178356713426,0.0265791119449656,243036
415,2824,6.916666666666667,0.7036144578313253,1.4212328767123288,0.0446009389671361,340123
267,1658,6.209302325581396,0.6554307116104869,1.5257142857142858,0.0168723243515487,32403
2402,15408,10.221276595744682,0.5116569525395503,1.954434499593165,0.0196923076923076,143769
2448,17205,17.11888111888112,0.5886437908496732,1.69882026370576,0.0186046511627906,269077
11247,70790,8.26985294117647,0.3716546634658131,2.6906698564593303,0.0134073932196897,58254
5003,31842,13.305851063829786,0.4335398760743554,2.3065928999538956,0.0108499095840868,342880
387,2695,6.7894736842105265,0.6718346253229974,1.4884615384615385,0.0088245276615001,57591
452,2836,13.294117647058824,0.6283185840707964,1.591549295774648,0.0194666666666666,235464
348,2544,14.5,0.7040229885057471,1.420408163265306,0.003584229390681,335262
4732,33800,20.57391304347826,0.5374049027895181,1.8607943373967755,0.028620492272467,134468
7373,49245,8.904589371980677,0.4928794249287943,2.0288937809576226,0.0299949161159125,305539
15252,99875,9.580402010050252,0.4354183057959612,2.2966420719771117,0.0037278657968313,344717
2891,19848,12.147058823529411,0.5530958145970253,1.8080050031269543,0.0409582689335394,324485
1685,11259,8.21951219512195,0.5845697329376854,1.7106598984771573,0.029082774049217,319551
8492,52205,13.853181076672104,0.40461610927932173,2.471478463329453,0.0003436426116838,103889
4434,29187,9.123456790123457,0.4835363103292738,2.0680970149253732,0.0058528428093645,343627
6372,40254,9.95625,0.4467984934086629,2.238145416227608,0.0067330999192028,44348
3069,19991,13.700892857142858,0.5324209840338873,1.8782129742962057,0.0074946466809421,222297
718,4766,9.324675324675324,0.6239554317548747,1.6026785714285714,0.0,333959
3015,19025,8.58974358974359,0.45737976782752904,2.186366932559826,0.0167847817978366,202930
4978,31123,11.47004608294931,0.47408597830453997,2.109322033898305,0.0225,260178
749,4837,8.053763440860216,0.6061415220293725,1.6497797356828194,0.005057803468208,342601
2213,13478,8.781746031746032,0.4726615454134659,2.115678776290631,0.0058381984987489,281760
446,3015,11.435897435897436,0.7354260089686099,1.3597560975609757,0.0200940572894399,266406
9218,58904,5.878826530612245,0.3802343241484053,2.629957203994294,0.0103478643769264,44714
3172,20451,6.460285132382892,0.49810844892812106,2.007594936708861,0.0132355935654652,68352
676,4927,9.797101449275363,0.7396449704142012,1.352,0.0323383084577114,52991
