Book ID,Size,Views,Likes,Rating,overall_sentiment,total_words_emotional,arc_amplitude,arc_polarity_switches,avg_cosine_similarity,sentence_count,avg_adjacent_similarity,std_adjacent_similarity,num_adjacent_pairs
32951,40883,2332,9,0.0038593481989708,negative,5911,2,1,0.28733584,815,,,0
303524,82466,1362,21,0.0154185022026431,skip,12541,1,0,0.36732063,1059,,,0
92172,21400,9503,209,0.0219930548247921,skip,3269,1,0,0.32231632,264,,,0
166725,11729,2629,31,0.0117915557246101,skip,1816,1,0,0.31202665,255,,,0
215805,80481,1969,80,0.0406297613001523,negative,11369,1,0,0.37771204,1287,,,0
328817,64480,1457,28,0.0192175703500343,negative,9340,2,0,0.35986397,702,,,0
130189,11617,3935,168,0.0426937738246505,positive,1735,2,1,0.42092127,218,,,0
324808,15005,3278,137,0.0417937766931055,neutral,2251,2,0,0.3837902,136,,,0
325409,14669,1562,56,0.0358514724711907,neutral,2311,2,3,0.36686468,153,,,0
48555,13553,3678,2,0.0005437737901033,neutral,1984,1,0,0.3189386,218,,,0
316458,65990,1412,22,0.0155807365439093,positive,9695,2,1,0.3960146,967,,,0
42639,39655,3175,36,0.0113385826771653,neutral,5920,2,1,0.30086333,828,,,0
338792,9997,1147,50,0.04359197907585,positive,1582,2,1,0.32322896,229,,,0
112132,134965,6024,144,0.0239043824701195,skip,20060,1,0,0.33840072,2213,,,0
207975,5375,2081,51,0.0245074483421432,negative,855,2,1,0.31012642,98,,,0
24176,19012,4835,51,0.0105480868665977,neutral,2550,2,0,0.32200196,133,,,0
287327,1252,3132,102,0.0325670498084291,neutral,225,2,2,0.30941835,19,,,0
89757,16975,6658,118,0.0177230399519375,negative,2588,2,1,0.3199427,227,,,0
40049,47706,3892,11,0.0028263103802672,negative,7139,2,1,0.33921874,1030,,,0
251778,76927,2246,7,0.0031166518254674,skip,11659,1,0,0.30927783,1151,,,0
127198,11607,4936,124,0.0251215559157212,positive,1745,2,1,0.3226733,149,,,0
229550,18273,2376,63,0.0265151515151515,neutral,2800,1,0,0.3053734,225,,,0
17254,42019,4998,46,0.009203681472589,negative,6585,2,1,0.37107855,933,,,0
240036,6165,3425,61,0.0178102189781021,neutral,1022,1,0,0.34908977,88,,,0
323442,14618,1225,26,0.0212244897959183,positive,2304,2,1,0.36351815,258,,,0
21467,10053,4459,72,0.0161471181879345,positive,1691,2,3,0.39025593,252,,,0
219412,19066,1350,35,0.0259259259259259,neutral,2839,1,0,0.31100103,367,,,0
345263,24335,1035,9,0.008695652173913,speech,3610,2,1,0.33269987,377,,,0
59652,12372,3169,120,0.0378668349637109,negative,1941,2,0,0.3489212,155,,,0
277550,14728,1272,31,0.0243710691823899,positive,2135,2,0,0.28748566,248,,,0
334548,36530,1363,56,0.041085840058694,neutral,5779,1,0,0.36424643,506,,,0
356599,9905,1095,2,0.0018264840182648,skip,1446,1,0,0.34092373,141,,,0
34318,13470,4106,28,0.0068192888455918,negative,1944,2,0,0.32778114,172,,,0
341966,18048,1250,15,0.012,skip,2618,1,0,0.34710017,224,,,0
186861,2653,2111,36,0.0170535291331122,neutral,396,2,1,0.29574192,28,,,0
152827,27028,2867,44,0.0153470526682943,negative,4116,1,0,0.44353732,477,,,0
23774,10450,4860,102,0.0209876543209876,positive,1492,1,0,0.3313089,131,,,0
257520,7374,2584,21,0.0081269349845201,skip,1177,2,2,0.38859415,114,,,0
334655,3283,1049,37,0.0352716873212583,negative,460,1,0,0.3235835,32,,,0
161417,2772,2587,50,0.0193274062620796,positive,406,2,0,0.324111,39,,,0
135704,49156,2022,6,0.0029673590504451,neutral,7440,2,1,0.32846498,749,,,0
341413,24835,1308,28,0.0214067278287461,neutral,3821,2,0,0.34733966,459,,,0
66123,27089,3194,96,0.0300563556668753,positive,4015,2,3,0.43312803,763,,,0
167450,3108,3612,105,0.0290697674418604,speech,496,2,3,0.38238874,41,,,0
134383,2994,2138,71,0.0332086061739943,neutral,451,1,0,0.2853046,66,,,0
247531,15634,1913,81,0.0423418714061683,negative,2392,2,1,0.34056208,212,,,0
233508,35191,1449,16,0.0110420979986197,neutral,5386,2,1,0.3418347,457,,,0
315126,103347,1430,6,0.0041958041958041,neutral,14737,1,0,0.4149046,766,,,0
333743,8713,1091,43,0.0394133822181484,neutral,1315,1,0,0.32459974,111,,,0
268684,85043,1846,30,0.0162513542795232,negative,12173,1,0,0.3130493,1261,,,0
69334,17467,3034,27,0.0088991430454845,neutral,2502,2,1,0.32905942,251,,,0
268553,19711,1704,61,0.0357981220657277,neutral,2937,2,1,0.34644264,474,,,0
228312,31894,1553,31,0.0199613650998068,neutral,4814,2,1,0.3002399,611,,,0
242909,7228,1687,6,0.0035566093657379,speech,1114,1,0,0.31117138,128,,,0
270268,3063,2591,52,0.0200694712466229,neutral,422,1,0,0.32760376,35,,,0
91557,61836,1792,18,0.0100446428571428,skip,9757,1,0,0.33718184,1103,,,0
48093,10381,2726,41,0.0150403521643433,neutral,1505,1,0,0.31003952,162,,,0
52130,3214,5719,135,0.0236055254415107,negative,424,0,0,0.31582078,38,,,0
150112,16741,1652,21,0.0127118644067796,neutral,2431,1,0,0.35656345,339,,,0
212282,10564,2630,47,0.01787072243346,neutral,1499,2,0,0.3648047,249,,,0
263419,17959,1357,8,0.0058953574060427,negative,2799,2,1,0.35472986,273,,,0
243200,12481,1573,15,0.0095359186268277,neutral,1799,1,0,0.28847647,194,,,0
244702,15038,2027,92,0.045387271830291,positive,2346,2,0,0.29707864,254,,,0
130915,7264,3294,51,0.0154826958105646,neutral,1077,2,0,0.33838943,98,,,0
334830,19478,1346,21,0.0156017830609212,neutral,2977,1,0,0.28205544,345,,,0
7276,83369,4637,70,0.0150959672201854,negative,12597,2,3,0.36124998,1203,,,0
52306,3723,6230,50,0.0080256821829855,neutral,568,2,0,0.3324093,72,,,0
331511,8612,1483,39,0.026298044504383,neutral,1345,1,0,0.29349685,146,,,0
207533,31644,1337,6,0.0044876589379207,skip,4805,2,0,0.3756269,530,,,0
115953,5958,3569,6,0.0016811431773606,neutral,863,2,1,0.38793305,71,,,0
327860,4858,3034,125,0.0411997363216875,positive,698,2,1,0.38745528,45,,,0
191055,83656,2325,49,0.0210752688172043,skip,13000,2,1,0.38603035,1332,,,0
43697,5048,3021,92,0.0304534922211188,positive,780,2,2,0.31058067,77,,,0
302475,58143,1528,35,0.0229057591623036,neutral,8248,1,0,0.30573538,876,,,0
117201,11977,3360,141,0.0419642857142857,speech,1770,1,0,0.34054527,160,,,0
330554,30751,1302,11,0.0084485407066052,neutral,4452,1,0,0.3107602,567,,,0
340926,5724,1398,69,0.0493562231759656,positive,898,2,1,0.33164054,80,,,0
26443,31180,3908,75,0.0191914022517912,positive,4670,2,3,0.35184342,578,,,0
342596,3344,1271,4,0.003147128245476,negative,509,2,1,0.3096993,67,,,0
125244,15112,2221,74,0.0333183250787933,neutral,2440,1,0,0.38189214,260,,,0
79002,9661,2565,121,0.0471734892787524,neutral,1505,2,2,0.33162987,159,,,0
227401,12258,2341,21,0.0089705254164886,neutral,1818,2,1,0.33166763,146,,,0
298766,22406,1291,13,0.0100697134004647,neutral,3513,2,1,0.3348399,464,,,0
127011,127211,2965,32,0.0107925801011804,negative,19756,2,0,0.3724864,1743,,,0
281377,100746,1161,20,0.0172265288544358,neutral,14690,1,0,0.2904461,1985,,,0
347259,7168,1004,11,0.0109561752988047,neutral,1123,2,0,0.32039234,124,,,0
275349,46406,1576,73,0.0463197969543147,skip,7214,2,1,0.35342836,580,,,0
49227,20726,3458,66,0.0190861769809138,neutral,2543,0,0,0.27966288,179,,,0
229903,69580,3083,23,0.0074602659746999,neutral,10844,2,1,0.35987708,1139,,,0
74087,18426,3241,119,0.0367170626349892,negative,2917,2,2,0.31525752,231,,,0
204734,8086,3375,108,0.032,neutral,1230,1,0,0.32925287,89,,,0
339408,28744,1425,62,0.0435087719298245,negative,4482,2,4,0.35261372,588,,,0
293224,35233,1523,37,0.0242941562705187,neutral,5240,2,1,0.33322486,852,,,0
132088,46411,3097,113,0.0364869228285437,neutral,6570,2,1,0.36811414,846,,,0
172091,50523,2138,20,0.0093545369504209,skip,7554,1,0,0.42550397,433,,,0
331270,10564,1384,2,0.0014450867052023,skip,1730,2,1,0.3539761,171,,,0
88952,20137,2678,21,0.0078416728902165,neutral,2987,1,0,0.35196474,285,,,0
283524,56331,1922,56,0.0291363163371488,negative,8866,1,0,0.35752064,1106,,,0
253324,8838,2427,93,0.03831891223733,negative,1231,2,2,0.3329599,126,,,0
317171,18216,2776,29,0.0104466858789625,neutral,2838,2,1,0.32458025,360,,,0
54127,40962,3307,41,0.0123979437556697,positive,5901,2,1,0.30039144,503,,,0
239541,5939,2399,101,0.0421008753647353,negative,879,2,3,0.35136265,138,,,0
239083,24579,1767,4,0.0022637238256932,neutral,3631,1,0,0.33233938,405,,,0
263502,8731,1366,3,0.0021961932650073,skip,1329,1,0,0.40728962,89,,,0
41692,17351,2295,1,0.0004357298474945,neutral,2248,0,0,0.37536144,148,,,0
324299,7088,1717,45,0.0262085032032615,negative,1051,2,1,0.34293053,130,,,0
342358,30723,1208,4,0.0033112582781456,neutral,4554,0,0,0.34226978,456,,,0
347613,3196,1057,6,0.0056764427625354,neutral,508,1,0,0.3479906,33,,,0
260879,102787,1609,19,0.0118085767557489,negative,15026,1,0,0.33956853,1176,,,0
173838,2563,2294,23,0.0100261551874455,neutral,376,1,0,0.3467328,35,,,0
321897,15170,2224,11,0.0049460431654676,neutral,2150,1,0,0.323057,147,,,0
317882,13481,1161,44,0.0378983634797588,positive,1990,2,0,0.3425608,208,,,0
238757,6851,1959,52,0.0265441551812149,skip,1031,2,2,0.34886104,101,,,0
2287,11566,3935,66,0.0167725540025412,positive,1701,2,0,0.31803942,190,,,0
236046,32972,1995,90,0.0451127819548872,neutral,4589,1,0,0.35370997,521,,,0
23925,39703,7040,114,0.0161931818181818,negative,6103,2,2,0.32410613,675,,,0
49299,393014,3192,9,0.0028195488721804,neutral,60760,1,0,0.36044064,6063,,,0
327351,15771,1632,19,0.011642156862745,negative,2247,1,0,0.40349704,112,,,0
