iter	RMSE
212	0.1459710829
213	0.1454337343
214	0.1452209607
215	0.144865895
216	0.1444891897
217	0.1443414162
218	0.144026002
219	0.1436994679
220	0.1432257023
221	0.142990454
222	0.1428667797
223	0.1427236658
224	0.142436647
225	0.1423330448
226	0.1421768227
227	0.1420768983
228	0.1418467105
229	0.1416559333
230	0.1414688959
231	0.1412991831
232	0.1410425784
233	0.1409593992
234	0.1408282384
235	0.1406183921
236	0.1404431028
237	0.1402663959
238	0.1400772032
239	0.1399871729
240	0.139801691
241	0.1396737817
242	0.1395761112
243	0.1394381034
244	0.1393572182
245	0.1391979309
246	0.1390066078
247	0.1389323303
248	0.1388457129
249	0.1386826753
250	0.1381799383
251	0.1380489876
252	0.13789316
253	0.1378158261
254	0.1376753323
255	0.1375627117
256	0.1374678883
257	0.1373877176
258	0.1370658409
259	0.1369533106
260	0.1368833397
261	0.1367067772
262	0.1365631448
263	0.1364663446
264	0.1359701377
265	0.1358474636
266	0.1356862074
267	0.1356248966
268	0.135537919
269	0.1354184988
270	0.135344934
271	0.1348502334
272	0.1346100952
273	0.1345247791
274	0.1344285234
275	0.1343578462
276	0.1340320572
277	0.1337289163
278	0.1336480293
279	0.1334881062
280	0.1331475578
281	0.1331164879
282	0.1329685635
283	0.1328458097
284	0.1327084613
285	0.1326332148
286	0.1325134086
287	0.1324503984
288	0.1323209039
289	0.1322106755
290	0.1321381238
291	0.1316721537
292	0.1315436068
293	0.1314361917
294	0.1313154563
295	0.1311950117
296	0.131083854
297	0.1309463206
298	0.1308092794
299	0.1307970812
300	0.1306281224
301	0.1305272135
302	0.1303313999
303	0.1302325847
304	0.1301817725
305	0.1300931059
306	0.1299936981
307	0.129959087
308	0.1299017559
309	0.1295410626
310	0.129472445
311	0.1294047831
312	0.1293594822
313	0.1292506303
314	0.1288037014
315	0.1287123638
316	0.1286427221
317	0.128525873
318	0.1281873729
319	0.1281205831
320	0.1280610446
321	0.1279423144
322	0.1278968182
323	0.127780495
324	0.1277157661
325	0.1276740617
326	0.1275999307
327	0.1275342054
328	0.1274250356
329	0.1273388842
330	0.1270847939
331	0.1270124007
332	0.1269030952
333	0.1267946296
334	0.1267112339
335	0.1266967351
336	0.1266038111
337	0.1265246623
338	0.1264386529
339	0.1261671365
340	0.1257393199
341	0.1256431272
342	0.1256046526
343	0.1255308823
344	0.1254860403
345	0.1254417427
346	0.1252035233
347	0.1251316478
348	0.1248529927
349	0.1247716493
350	0.1247188512
351	0.1246487377
352	0.124236268
353	0.1242252635
354	0.1241804362
355	0.123981921
356	0.1239234834
357	0.1238871086
358	0.123677953
359	0.1235660257
360	0.1234852764
361	0.1234018425
362	0.1233694888
363	0.1233030206
364	0.1230593696
365	0.1229896832
366	0.1229076226
367	0.1228679867
368	0.1227493259
369	0.122685985
370	0.1222741687
371	0.1221932474
372	0.1221001065
373	0.1220465597
374	0.1219530499
375	0.1215298533
376	0.1213069834
377	0.1212760367
378	0.1212102867
379	0.1211379407
380	0.1207292117
381	0.1206129767
382	0.1202121699
383	0.1201006139
384	0.1200398921
385	0.1199460603
386	0.1198862993
387	0.1198224142
388	0.1197106546
389	0.1194173606
390	0.1193455093
391	0.119229643
392	0.1192004201
393	0.1190221517
394	0.1189681509
395	0.1189030206
396	0.1188766872
397	0.1187383813
398	0.1186840131
399	0.1186237194
400	0.1182853204
401	0.1180571282
402	0.1179937553
403	0.1179139792
404	0.1176976633
405	0.1176402289
406	0.1175777101
407	0.1175674214
408	0.1175099623
409	0.1174587924
410	0.1174071837
411	0.1173502843
412	0.117046369
413	0.1166658578
414	0.1166012699
415	0.1165680252
416	0.1164822476
417	0.1164228287
418	0.1163725794
419	0.1163433876
420	0.1162592453
421	0.1162116871
422	0.1161156699
423	0.1160729445
424	0.1160495182
425	0.1158877488
426	0.1158326891
427	0.1157785075
428	0.1156866093
429	0.1156192405
430	0.1155649655
431	0.1155026731
432	0.1153162964
433	0.115186115
434	0.1150334416
435	0.1149446907
436	0.1147439094
437	0.1145904268
438	0.1144701748
439	0.1144252522
440	0.1142073333
441	0.1141562963
442	0.1140161182
443	0.1138236756
444	0.1137523619
445	0.1137015172
446	0.1136508447
447	0.1135129574
448	0.1134893259
449	0.1134378243
450	0.1131532183
451	0.1129596236
452	0.1129385929
453	0.1125753452
454	0.1123805204
455	0.1123339357
456	0.1122222836
457	0.1119473355
458	0.1119012738
459	0.1117159275
460	0.1116702117
461	0.111625179
462	0.1114895123
463	0.1113078879
464	0.111049659
465	0.1109083002
466	0.1108979095
467	0.1107706931
468	0.1107272096
469	0.1103148619
470	0.1100482724
471	0.1099249216
472	0.1098828629
473	0.1098599251
474	0.1098203918
475	0.1097801655
476	0.109621333
477	0.1093929262
478	0.1092926351
479	0.1090501425
480	0.1090094638
481	0.1089145835
482	0.1088722082
483	0.1087512862
484	0.1086656744
485	0.1086554772
486	0.1086163286
487	0.1083188998
488	0.1082812174
489	0.1082351029
490	0.1081927722
491	0.1081830637
492	0.1081343456
493	0.1080019214
494	0.1078793687
495	0.1078472049
496	0.1077546166
497	0.1076365285
498	0.1075978862
499	0.1072469038
500	0.1070045528
501	0.1069193434
502	0.1067998309
503	0.1067648547
504	0.1066044686
505	0.1065717586
506	0.1062257846
507	0.1058469045
508	0.1057069196
509	0.1054183571
510	0.1053739377
511	0.1052738102
512	0.105166147
513	0.1050491972
514	0.1048783262
515	0.1048608343
516	0.1047745342
517	0.1045039134
518	0.1041179164
519	0.1038284742
520	0.1037459816
521	0.1034968174
522	0.1033807623
523	0.1032787061
524	0.103257243
525	0.103227344
526	0.1031485195
527	0.1029073805
528	0.1028170069
529	0.1028025836
530	0.1026901827
531	0.1024798845
532	0.1023945704
533	0.1021525568
534	0.1019487354
535	0.1019203533
536	0.101775148
537	0.1016975648
538	0.1014731238
539	0.1013689247
540	0.1013069059
541	0.1012005875
542	0.1009368208
543	0.1009090098
544	0.1006098997
545	0.100574336
546	0.1005594809
547	0.1005324016
548	0.1004609406
549	0.1002542784
550	0.1002282756
551	0.1001053397
552	0.100075236
553	0.09995947026
554	0.09992817934
555	0.0997763108
556	0.09976273857
557	0.09971497214
558	0.09968479652
559	0.09956541861
560	0.09954746906
561	0.0994585371
562	0.09935299429
563	0.09932482829
564	0.09925433791
565	0.0991169306
566	0.09902462946
567	0.09882348895
568	0.09863096857
569	0.09860756777
570	0.09859250929
571	0.09857264609
572	0.09851466916
573	0.09848594917
574	0.09822410008
575	0.09800388377
576	0.09788172198
577	0.09777727892
578	0.09770968027
579	0.09768279277
580	0.09758843831
581	0.09749728837
582	0.09748386133
583	0.09721701021
584	0.09702696103
585	0.09699039875
586	0.09690109545
587	0.09671813311
588	0.09669669159
589	0.09657456562
590	0.09643201664
591	0.09629576798
592	0.0961416628
593	0.09590169845
594	0.09587943277
595	0.09569549131
596	0.09561951247
597	0.09556721649
598	0.09543744012
599	0.09516372261
600	0.09513840476
601	0.09495857659
602	0.09494054888
603	0.09475872836
604	0.09474120303
605	0.09447389687
606	0.09444971289
607	0.09442512616
608	0.0944049406
609	0.09419733087
610	0.09417372097
611	0.09403601243
612	0.09386015802
613	0.09374687402
614	0.09357923459
615	0.09356113712
616	0.09340770703
617	0.09328324122
618	0.09320106946
619	0.09308121628
620	0.09306287417
621	0.09302513584
622	0.09299736232
623	0.09298008441
624	0.09281732548
625	0.09272749738
626	0.09270432095
627	0.09266577276
628	0.0926258803
629	0.09260436184
630	0.09252862793
631	0.09250191145
632	0.09237753633
633	0.09236082505
634	0.09232669403
635	0.09217662689
636	0.09216255736
637	0.09201401223
638	0.0918363246
639	0.09161755268
640	0.09157364879
641	0.09155997484
642	0.09154420366
643	0.09149001675
644	0.09139839087
645	0.09136869272
646	0.09135324821
647	0.09133334591
648	0.09118783284
649	0.09107629268
650	0.09092525018
651	0.09091039439
652	0.09079147314
653	0.09071263361
654	0.0906519016
655	0.09063520517
656	0.09056090864
657	0.09055333934
658	0.09044427804
659	0.090424894
660	0.09033671768
661	0.09017477219
662	0.09016092423
663	0.09005799791
664	0.09000990355
665	0.08985845473
666	0.08974256314
667	0.08971253406
668	0.0897006934
669	0.0896787372
670	0.08966245615
671	0.08963409253
672	0.08950784547
673	0.08932598537
674	0.08931480788
675	0.0890750255
676	0.08905932909
677	0.08904431647
678	0.08900258618
679	0.08885998131
680	0.08881508425
681	0.08878342031
682	0.08873087602
683	0.0886494971
684	0.08832376805
685	0.0882799097
686	0.08825712383
687	0.08819383882
688	0.08812201924
689	0.08808549541
690	0.08803452669
691	0.08796969169
692	0.08780356331
693	0.08773737314
694	0.08753432519
695	0.08748459453
696	0.08747410339
697	0.08741485851
698	0.08740220386
699	0.08736926257
700	0.08734948484
701	0.08733304518
702	0.08732294712
703	0.08723093889
704	0.08722120136
705	0.08720481638
706	0.08719273597
707	0.08713858795
708	0.08712899359
709	0.08711956921
710	0.08711028417
711	0.08710116922
712	0.08706171566
713	0.0870391596
714	0.0870139763
715	0.08696437425
716	0.08694602491
717	0.08684600214
718	0.08681944255
719	0.08677214672
720	0.08675851754
721	0.08666571169
722	0.08663356207
723	0.08662843714
724	0.08648878286
725	0.08644211057
726	0.08628714953
727	0.08627435603
728	0.08626327921
729	0.08622587943
730	0.08617225896
731	0.08616213128
732	0.0861499224
733	0.08614499489
734	0.08613544067
735	0.08609917023
736	0.08595657137
737	0.08586868786
738	0.08585673541
739	0.08571024727
740	0.08566934145
741	0.08545870662
742	0.08543502522
743	0.08542686757
744	0.08527794297
745	0.08526912953
746	0.08521729684
747	0.08516462505
748	0.0851414273
749	0.08508211192
750	0.08503347685
751	0.08486226696
752	0.08482088913
753	0.08476257553
754	0.08470265654
755	0.08465249455
756	0.08444945844
757	0.08444069427
758	0.0844307888
759	0.08442302743
760	0.08441335525
761	0.08440905968
762	0.08435200598
763	0.08434247516
764	0.08428424762
765	0.08427470913
766	0.08426536001
767	0.08421955153
768	0.08415855584
769	0.08408204452
770	0.08401953474
771	0.08401023908
772	0.08398326038
773	0.08392320383
774	0.08391503125
775	0.08388403652
776	0.08384283214
777	0.08383472009
778	0.08369333956
779	0.08365207779
780	0.08362600699
781	0.08349188369
782	0.08343127651
783	0.08341010238
784	0.08332847923
785	0.08332032628
786	0.08329692222
787	0.08328871113
788	0.08320562346
789	0.08317678523
790	0.08309446849
791	0.08295936609
792	0.08293872104
793	0.08288150343
794	0.08274998735
795	0.08265190868
796	0.082611061
797	0.08260231455
798	0.08250008216
799	0.08248566836
800	0.08239056768
801	0.08236640773
802	0.0823246294
803	0.08231606603
804	0.0822356104
805	0.08219207351
806	0.08217205404
807	0.08204481225
808	0.08192534824
809	0.08192249397
810	0.08190366817
811	0.08182476358
812	0.0818220739
813	0.08179836729
814	0.08173832743
815	0.08169417475
816	0.08165158921
817	0.08157276398
818	0.08132398179
819	0.08128076513
820	0.08127168746
821	0.08118014898
822	0.08113564075
823	0.08112742284
824	0.08109101856
825	0.08096660345
826	0.08091506505
827	0.08082271611
828	0.08074490352
829	0.08054340215
830	0.08051839849
831	0.08049649137
832	0.0803687599
833	0.0803507874
834	0.08034386834
835	0.08028006127
836	0.08026717191
837	0.08021910891
838	0.08013210898
839	0.08011383062
840	0.08011108827
841	0.08006943112
842	0.07999308773
843	0.07998943368
844	0.07998583678
845	0.07996401072
846	0.07989360456
847	0.07984998697
848	0.07984214399
849	0.07979086333
850	0.0797746525
851	0.07973535212
852	0.07969498482
853	0.07969130511
854	0.07968769716
855	0.07961880066
856	0.07959726277
857	0.07956174553
858	0.07954437844
859	0.07947751385
860	0.07936024188
861	0.0793221692
862	0.07908178978
863	0.07898547139
864	0.07874520198
865	0.078631233
866	0.07861267858
867	0.07859586014
868	0.07854737765
869	0.07850145703
870	0.07847887735
871	0.07845719454
872	0.07845055898
873	0.07841948005
874	0.07830681308
875	0.07827392469
876	0.07826656329
877	0.07823359205
878	0.07819031406
879	0.07817230993
880	0.07813701293
881	0.07809829255
882	0.07806748205
883	0.07806416613
884	0.07805679964
885	0.0780274124
886	0.07798996038
887	0.07797561203
888	0.07794610841
889	0.07793880429
890	0.0779206072
891	0.07770979416
892	0.07764747126
893	0.07764031375
894	0.07762970052
895	0.07757823546
896	0.07747648498
897	0.07726463079
898	0.0772615079
899	0.07725842197
900	0.07724584456
901	0.07721220487
902	0.07715011144
903	0.07704399193
904	0.07702879774
905	0.07692116477
906	0.07680244455
907	0.07675974593
908	0.07674500578
909	0.07674208827
910	0.07673532183
911	0.07672146594
912	0.07671470763
913	0.07670029756
914	0.07650132822
915	0.07639126655
916	0.07635897919
917	0.07635263918
918	0.07634637371
919	0.07631526645
920	0.07630192016
921	0.07625940224
922	0.07620240402
923	0.07616390661
924	0.0761524454
925	0.07614995176
926	0.07602763768
927	0.07599655833
928	0.07587538934
929	0.075850076
930	0.07584776131
931	0.07577614753
932	0.07574568884
933	0.07574343907
934	0.07572398784
935	0.07571061554
936	0.07567165334
937	0.07564684762
938	0.0756350176
939	0.07561589977
940	0.07554387147
941	0.07554165615
942	0.07553627689
943	0.07553408411
944	0.07548425009
945	0.07539447244
946	0.07539216911
947	0.07538633318
948	0.0753845998
949	0.07526931906
950	0.07526346599
951	0.07524518554
952	0.07517588463
953	0.07507729836
954	0.07505976158
955	0.0750540678
956	0.0748564267
957	0.07485405322
958	0.07482194254
959	0.07478389682
960	0.0747036301
961	0.07468053144
962	0.07464477338
963	0.07453797296
964	0.07450146183
965	0.07437853788
966	0.07437709694
967	0.07433153507
968	0.07429801837
969	0.07428555179
970	0.07423107853
971	0.07421882207
972	0.07421678857
973	0.07418820297
974	0.0741861609
975	0.07418414711
976	0.0741806679
977	0.07409091447
978	0.07407961737
979	0.07399043592
980	0.07397401281
981	0.0739396907
982	0.07393419231
983	0.07391680819
984	0.07391479998
985	0.07389265177
986	0.07389074115
987	0.07388536322
988	0.0738522959
989	0.07385041011
990	0.07384627878
991	0.07382174992
992	0.07381977277
993	0.0737530283
994	0.07371856443
995	0.07363450576
996	0.07361684586
997	0.07359060507
998	0.07354850683
999	0.07350527471
